"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"1012"	"Q6UY18"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 29..533; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 555..593; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 534..554; /note=Helical; /evidence=ECO:0000255"
"1017"	"P49257"	"SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 31..477; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 499..510; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 478..498; /note=Helical; /evidence=ECO:0000255"
"1026"	"Q07954"	"SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 85 kDa subunit]: Cell membrane; Single-pass type I membrane protein. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 515 kDa subunit]: Cell membrane; Peripheral membrane protein; Extracellular side. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 intracellular domain]: Cytoplasm {ECO:0000269|PubMed:12888553}. Nucleus {ECO:0000269|PubMed:12888553}. Note=After cleavage, the intracellular domain (LRPICD) is detected both in the cytoplasm and in the nucleus. {ECO:0000269|PubMed:12888553}.; SUBCELLULAR LOCATION: Golgi outpost {ECO:0000250|UniProtKB:G3V928}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000250|UniProtKB:G3V928}. Note=Localizes to the postsynaptic Golgi apparatus region, also named Golgi outpost, which shapes dendrite morphology by functioning as sites of acentrosomal microtubule nucleation. {ECO:0000250|UniProtKB:G3V928}."	NA	"TOPO_DOM 20..4419; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4445..4544; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4420..4444; /note=Helical; /evidence=ECO:0000255"
"1027"	"Q86VZ4"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 38..450; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 474..500; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 451..473; /note=Helical; /evidence=ECO:0000255"
"1028"	"Q9NZR2"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 25..4444; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4468..4599; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4445..4467; /note=Helical; /evidence=ECO:0000255"
"1029"	"P98164"	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:23825075, ECO:0000269|PubMed:27798286}; Single-pass type I membrane protein {ECO:0000255}. Endosome lumen {ECO:0000250|UniProtKB:P98158}. Membrane, coated pit {ECO:0000250|UniProtKB:A2ARV4}. Cell projection, dendrite {ECO:0000250|UniProtKB:A2ARV4}. Cell projection, axon {ECO:0000250|UniProtKB:A2ARV4}. Note=Localizes to brush border membranes in the kidney. In the endolymphatic sac of the inner ear, located in the lumen of endosomes as a soluble form. {ECO:0000250|UniProtKB:P98158}."	NA	"TOPO_DOM 26..4423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4447..4655; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 4424..4446; /note=Helical; /evidence=ECO:0000255"
"1031"	"Q8TF66"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 22..538; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 560..581; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 539..559; /note=Helical; /evidence=ECO:0000255"
"1033"	"Q50LG9"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 406..426; /note=Helical; /evidence=ECO:0000255"
"1035"	"A6NMS7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1582; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1604..1700; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1583..1603; /note=Helical; /evidence=ECO:0000255"
"1036"	"A6NM11"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1582; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1604..1700; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1583..1603; /note=Helical; /evidence=ECO:0000255"
"1037"	"O60309"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..1581; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1603..1634; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1582..1602; /note=Helical; /evidence=ECO:0000255"
"1045"	"Q8N8F7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 65..85; /note=Helical; /evidence=ECO:0000255"
"1046"	"P29376"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:34646012}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 17..424; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 450..864; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 425..449; /note=Helical; /evidence=ECO:0000255"
"1055"	"Q9UKM7"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10409699}; Single-pass type II membrane protein {ECO:0000269|PubMed:10409699}."	NA	"TOPO_DOM 1..84; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 106..699; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 85..105; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1056"	"Q9NR34"	"SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..22; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 44..630; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 23..43; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1059"	"Q9H8J5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..385; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 409..431; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 386..408; /note=Helical; /evidence=ECO:0000255"
"1070"	"Q9UEW3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9468508}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..43; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q60754; TOPO_DOM 65..520; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q60754"	"TRANSMEM 44..64; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1089"	"O00587"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..7; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 28..321; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 8..27; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1093"	"Q2M2H8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..9; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 31..482; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 10..30; /note=Helical; /evidence=ECO:0000255"
"1094"	"Q9UQ53"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9D4R2}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q9D4R2}. Note=A processed soluble form also exists. {ECO:0000269|PubMed:17006639}."	NA	"TOPO_DOM 1..7; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 29..548; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 8..28; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1095"	"Q9UBM8"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 45..478; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 24..44; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1097"	"Q5JRA6"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19269366, ECO:0000269|PubMed:21525241, ECO:0000269|PubMed:32101163}; Single-pass membrane protein {ECO:0000269|PubMed:19269366}. Note=Localizes at endoplasmic reticulum exit sites (ERES), also known as transitional endoplasmic reticulum (tER) (PubMed:32101163). SEC16A is required for its proper localization to ERES. After loading of COL7A1 into transport carriers, it is not incorporated into COPII carriers and remains in the endoplasmic reticulum membrane. {ECO:0000269|PubMed:19269366, ECO:0000269|PubMed:21525241, ECO:0000269|PubMed:28442536}."	"INTRAMEM 1145..1165; /evidence=ECO:0000255"	"TOPO_DOM 23..1144; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 1166..1176; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 1198..1907; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1177..1197; /note=Helical; /evidence=ECO:0000255"
"1105"	"P51512"	"SUBCELLULAR LOCATION: [Isoform Long]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}. Note=Localized at the cell surface of melanoma cells.; SUBCELLULAR LOCATION: [Isoform Short]: Secreted, extracellular space, extracellular matrix. Cell surface. Note=Localized at the cell surface of melanoma cells."	NA	"TOPO_DOM 120..564; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 586..607; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 565..585; /note=Helical; /evidence=ECO:0000255"
"1118"	"O95297"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 36..162; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 184..269; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 163..183; /note=Helical; /evidence=ECO:0000255"
"1119"	"Q8TCY5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15654338}; Single-pass membrane protein {ECO:0000269|PubMed:15654338}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15654338}; Single-pass membrane protein {ECO:0000269|PubMed:15654338}. Note=The formation of antiparallel homo- and heterodimers suggest that N- and C-terminus can both localize in the cytoplasmic and extracellular parts, depending on the context (PubMed:20371771). Upon insulin stimulation, it is redistributed into spotty structures throughout the cytoplasm. {ECO:0000269|PubMed:20371771}."	NA	NA	"TRANSMEM 38..58; /note=Helical; /evidence=ECO:0000255"
"1149"	"A0A1B0GTQ4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q2Q5T5}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q2Q5T5}."	NA	"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q2Q5T5; TOPO_DOM 26..84; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q2Q5T5"	"TRANSMEM 5..25; /note=Helical; /evidence=ECO:0000255"
"1151"	"Q9NZM1"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Nucleus membrane; Single-pass type II membrane protein. Cytoplasmic vesicle membrane; Single-pass type II membrane protein. Note=Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels (By similarity). Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures. {ECO:0000250}."	NA	"TOPO_DOM 1..2025; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2047..2061; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 2026..2046; /note=Helical; /evidence=ECO:0000255"
"1206"	"Q92823"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q810U4}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q810U4}. Cell projection, axon {ECO:0000250|UniProtKB:Q810U4}. Secreted {ECO:0000250|UniProtKB:Q810U4}. Note=Detected at nodes of Ranvier. {ECO:0000250|UniProtKB:Q810U4}."	NA	"TOPO_DOM 25..1167; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1191..1304; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1168..1190; /note=Helical; /evidence=ECO:0000255"
"1208"	"P56975"	"SUBCELLULAR LOCATION: [Pro-neuregulin-3, membrane-bound isoform]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Does not seem to be active. {ECO:0000250}.; SUBCELLULAR LOCATION: [Neuregulin-3]: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=Isoform 3 is also proteolytically released as a soluble form."	NA	"TOPO_DOM 1..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..720; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 361..381; /note=Helical; Note=Internal signal sequence; /evidence=ECO:0000255"
"1209"	"O60462"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11112349}; Single-pass type I membrane protein {ECO:0000269|PubMed:11112349}.; SUBCELLULAR LOCATION: [Isoform s9]: Secreted {ECO:0000269|PubMed:11112349}."	NA	"TOPO_DOM 21..864; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 890..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 865..889; /note=Helical; /evidence=ECO:0000255"
"1216"	"P04629"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:17196528, ECO:0000269|PubMed:27676246, ECO:0000269|PubMed:2927393}; Single-pass type I membrane protein {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758}. Early endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Late endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Recycling endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Note=Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes. {ECO:0000250|UniProtKB:P35739, ECO:0000269|PubMed:1281417}."	NA	"TOPO_DOM 33..423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 440..796; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 424..439; /note=Helical; /evidence=ECO:0000255"
"1229"	"P78380"	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation."	NA	"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..273; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1232"	"Q9H0X9"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21220512, ECO:0000269|PubMed:26206935}; Single-pass membrane protein {ECO:0000269|PubMed:21220512}. Note=Localizes to endoplasmic reticulum-plasma membrane contact sites (EPCS). Localizes to the cortical endoplasmic reticulum at the EPCS. {ECO:0000269|PubMed:26206935, ECO:0000269|PubMed:30220461}."	NA	NA	"TRANSMEM 860..878; /note=Helical; /evidence=ECO:0000255"
"1233"	"Q9BZF1"	"SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17991739, ECO:0000269|PubMed:26206935}; Single-pass membrane protein {ECO:0000269|PubMed:17991739}. Nucleus membrane {ECO:0000269|PubMed:21698267}. Note=The presence of the N-terminus extension contains an overall negative charge that may explain the weak localization to the cortical endoplasmic reticulum (Probable). {ECO:0000305|PubMed:26206935}.; SUBCELLULAR LOCATION: [Isoform 3]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26206935}; Single-pass membrane protein. Note=Localizes to the cortical endoplasmic reticulum at the endoplasmic reticulum-plasma membrane contact sites. {ECO:0000269|PubMed:26206935}."	NA	NA	"TRANSMEM 871..888; /note=Helical; /evidence=ECO:0000255"
"1235"	"Q86WC4"	"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:21527911}; Single-pass type I membrane protein {ECO:0000269|PubMed:21527911}. Note=Requires CLCN7 to travel to lysosomes."	NA	"TOPO_DOM 32..284; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 306..334; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 285..305; /note=Helical; /evidence=ECO:0000255"
"1247"	"Q9NXG6"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12163023, ECO:0000269|PubMed:17726031}; Single-pass type II membrane protein {ECO:0000269|PubMed:12163023, ECO:0000269|PubMed:17726031}."	NA	"TOPO_DOM 1..60; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 82..502; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 61..81; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"1253"	"Q9NWQ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..16; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 38..432; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 17..37; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"1263"	"Q6UWI2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}. Golgi apparatus membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}. Endosome membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}."	NA	"TOPO_DOM 21..258; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 280..310; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 259..279; /note=Helical; /evidence=ECO:0000255"
"1268"	"Q9P2E7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 19..715; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 737..1040; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 716..736; /note=Helical; /evidence=ECO:0000255"
"1269"	"O14917"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 18..707; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 729..1159; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 708..728; /note=Helical; /evidence=ECO:0000255"
"1270"	"Q8N6Y1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 61..890; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 912..951; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 891..911; /note=Helical; /evidence=ECO:0000255"
"1271"	"Q9Y5I1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..949; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"1272"	"Q9UN73"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..950; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"1273"	"Q9H158"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 19..683; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 705..963; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 684..704; /note=Helical; /evidence=ECO:0000255"
"1274"	"Q9Y5E9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..686; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..798; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 687..711; /note=Helical; /evidence=ECO:0000255"
"1275"	"Q9NRJ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..776; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"1276"	"Q9Y5E6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..796; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"1277"	"Q9Y5E4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..795; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"1278"	"Q9Y5H4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1279"	"Q9Y5H3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 33..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..936; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"1280"	"Q9Y5H2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..935; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"1281"	"O60330"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1282"	"Q9Y5H1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1283"	"Q9Y5H0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1284"	"Q9Y5G9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 60..723; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 745..962; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 724..744; /note=Helical; /evidence=ECO:0000255"
"1285"	"Q9Y5G8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1286"	"Q9Y5G7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1287"	"Q9Y5G6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1288"	"Q9Y5G5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
