"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"1822"	"O60279"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 36..574; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 596..629; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 575..595; /note=Helical; /evidence=ECO:0000255"
"1833"	"Q8NB59"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:21835308}; Single-pass type III membrane protein {ECO:0000269|PubMed:21835308}. Note=Localized in perinuclear and submembranous regions."	NA	"TOPO_DOM 1..24; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 48..555; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 25..47; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"1841"	"P09758"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..274; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 298..323; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 275..297; /note=Helical; /evidence=ECO:0000255"
"1884"	"P01135"	"SUBCELLULAR LOCATION: [Transforming growth factor alpha]: Secreted, extracellular space.; SUBCELLULAR LOCATION: [Protransforming growth factor alpha]: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 24..98; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 125..160; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 99..124; /note=Helical; /evidence=ECO:0000255"
"1888"	"H3BV60"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..268; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 290..316; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 269..289; /note=Helical; /evidence=ECO:0000255"
"1912"	"Q8N9M5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17828305}; Single-pass membrane protein {ECO:0000269|PubMed:17828305}. Note=Although it is found at the cell surface, the majority of the molecules seems to be located in intracellular compartments."	NA	"TOPO_DOM 1..260; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 279..508; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 261..278; /note=Helical; /evidence=ECO:0000255"
"1915"	"Q8N131"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..166; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 188..208; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 167..187; /note=Helical; /evidence=ECO:0000255"
"1917"	"A2VDJ0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23690469}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:23690469}. Note=During intrathymic development, resides in punctate cytoplasmic structures in DN1 and DN2 cells. In DN3 cells, found in large crescent-shaped membrane structures, which preferentially localize in cell-to-cell contact zones. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum {ECO:0000269|PubMed:23690469}. Note=Transmembrane localization is essential for Wnt signaling inhibition. {ECO:0000269|PubMed:23690469}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:23690469}. Note=Scattered throughout the cytoplasm in small-sized punctate structures. {ECO:0000269|PubMed:23690469}."	NA	"TOPO_DOM 41..869; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 891..1609; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 870..890; /note=Helical; /evidence=ECO:0000255"
"1922"	"Q8TBQ9"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19942856}; Single-pass type I membrane protein {ECO:0000269|PubMed:19942856}."	NA	"TOPO_DOM 27..53; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 72; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 54..71; /note=Helical; /evidence=ECO:0000255"
"1935"	"Q86YD3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: Late endosome {ECO:0000250|UniProtKB:Q9DCF1}. Lysosome {ECO:0000250|UniProtKB:Q9DCF1}."	NA	"TOPO_DOM 27..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..366; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"1949"	"Q9P0T7"	"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:12359240, ECO:0000305|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:12359240, ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 21..89; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 111..183; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 90..110; /note=Helical; /evidence=ECO:0000255"
"1950"	"Q8NEW7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 28..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 79..156; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"1990"	"Q9NZC2"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:24078628, ECO:0000269|PubMed:24990881, ECO:0000269|PubMed:25615530, ECO:0000269|PubMed:27589997, ECO:0000269|PubMed:27995897, ECO:0000269|PubMed:28768830, ECO:0000269|PubMed:28855300, ECO:0000269|PubMed:28855301}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 19..174; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 196..230; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 175..195; /note=Helical; /evidence=ECO:0000255"
"2035"	"Q6NUS8"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..483; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 505..523; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 484..504; /note=Helical; /evidence=ECO:0000255"
"2061"	"P98155"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23701949, ECO:0000269|PubMed:34929721}; Single-pass type I membrane protein. Membrane, clathrin-coated pit; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..797; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 820..873; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 798..819; /note=Helical; /evidence=ECO:0000255"
"2075"	"Q86XK7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 22..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..387; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"2076"	"Q6UX27"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:22960280}."	NA	"TOPO_DOM 17..135; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 157..236; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 136..156; /note=Helical; /evidence=ECO:0000255"
"2077"	"Q8IW00"	"SUBCELLULAR LOCATION: [Peptide Lv]: Secreted {ECO:0000250|UniProtKB:T1NXB5}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 24..180; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 202..320; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 181..201; /note=Helical; /evidence=ECO:0000255"
