"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q96B96","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:30901948, ECO:0000269|PubMed:31708432}; Multi-pass membrane protein {ECO:0000255}. Lipid droplet {ECO:0000269|PubMed:30901948, ECO:0000269|PubMed:31708432}. Note=Co-localizes with BSCL2/seipin in the ER, upon LD formation dissociates from BSCL2/seipin and relocalizes to LD surfaces during LD maturation. {ECO:0000269|PubMed:31708432}.",NA,"TOPO_DOM 1..43; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:31708432; TOPO_DOM 62..67; /note=Lumenal; /evidence=ECO:0000269|PubMed:31708432; TOPO_DOM 88..93; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:31708432; TOPO_DOM 111..116; /note=Lumenal; /evidence=ECO:0000269|PubMed:31708432; TOPO_DOM 134..161; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:31708432","TRANSMEM 44..61; /note=Helical; /evidence=ECO:0000255; TRANSMEM 68..87; /note=Helical; /evidence=ECO:0000255; TRANSMEM 94..110; /note=Helical; /evidence=ECO:0000255; TRANSMEM 117..133; /note=Helical; /evidence=ECO:0000255"
"Q5U3C3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 116..136; /note=Helical; /evidence=ECO:0000255; TRANSMEM 142..162; /note=Helical; /evidence=ECO:0000255; TRANSMEM 172..192; /note=Helical; /evidence=ECO:0000255; TRANSMEM 210..230; /note=Helical; /evidence=ECO:0000255; TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"Q8TBQ9","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19942856}; Single-pass type I membrane protein {ECO:0000269|PubMed:19942856}.",NA,"TOPO_DOM 27..53; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 72; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 54..71; /note=Helical; /evidence=ECO:0000255"
"Q8NBL3","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9CZ16}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 26..179; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 201..208; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 230..257; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 279..297; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 180..200; /note=Helical; /evidence=ECO:0000255; TRANSMEM 209..229; /note=Helical; /evidence=ECO:0000255; TRANSMEM 258..278; /note=Helical; /evidence=ECO:0000255"
"H3BS89","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 172..192; /note=Helical; /evidence=ECO:0000255; TRANSMEM 206..226; /note=Helical; /evidence=ECO:0000255; TRANSMEM 252..272; /note=Helical; /evidence=ECO:0000255"
"Q9P2C4","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 153..173; /note=Helical; /evidence=ECO:0000255; TRANSMEM 268..288; /note=Helical; /evidence=ECO:0000255; TRANSMEM 312..332; /note=Helical; /evidence=ECO:0000255; TRANSMEM 351..371; /note=Helical; /evidence=ECO:0000255; TRANSMEM 382..402; /note=Helical; /evidence=ECO:0000255; TRANSMEM 413..433; /note=Helical; /evidence=ECO:0000255; TRANSMEM 457..477; /note=Helical; /evidence=ECO:0000255; TRANSMEM 493..513; /note=Helical; /evidence=ECO:0000255; TRANSMEM 538..558; /note=Helical; /evidence=ECO:0000255"
"Q6ZP80","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:A0A1D5NY17}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 27..114; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 136..153; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 175..200; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 222..229; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 115..135; /note=Helical; /evidence=ECO:0000255; TRANSMEM 154..174; /note=Helical; /evidence=ECO:0000255; TRANSMEM 201..221; /note=Helical; /evidence=ECO:0000255"
"Q9NVA4","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 17..37; /note=Helical; /evidence=ECO:0000255; TRANSMEM 48..68; /note=Helical; /evidence=ECO:0000255; TRANSMEM 86..106; /note=Helical; /evidence=ECO:0000255; TRANSMEM 179..199; /note=Helical; /evidence=ECO:0000255; TRANSMEM 212..232; /note=Helical; /evidence=ECO:0000255; TRANSMEM 254..274; /note=Helical; /evidence=ECO:0000255; TRANSMEM 287..307; /note=Helical; /evidence=ECO:0000255"
"Q66K66","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Note=Largely located to vesicle-like structures. {ECO:0000250}.",NA,NA,"TRANSMEM 36..56; /note=Helical; /evidence=ECO:0000255; TRANSMEM 59..79; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 116..136; /note=Helical; /evidence=ECO:0000255; TRANSMEM 145..165; /note=Helical; /evidence=ECO:0000255; TRANSMEM 177..197; /note=Helical; /evidence=ECO:0000255; TRANSMEM 218..238; /note=Helical; /evidence=ECO:0000255"
"Q96SK2","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 28..48; /note=Helical; /evidence=ECO:0000255; TRANSMEM 60..80; /note=Helical; /evidence=ECO:0000255"
"Q68D42","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 12..32; /note=Helical; /evidence=ECO:0000255; TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255"
"Q9H6L2","SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Localizes to the transition zone of primary cilia; SEPT2 is required for localization to the transition zone. {ECO:0000250}.",NA,NA,"TRANSMEM 23..43; /note=Helical; /evidence=ECO:0000255; TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"Q8WY98","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 1..21; /note=Helical; /evidence=ECO:0000255; TRANSMEM 82..102; /note=Helical; /evidence=ECO:0000255; TRANSMEM 112..132; /note=Helical; /evidence=ECO:0000255"
"Q24JQ0","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 7..29; /note=Helical; /evidence=ECO:0000255; TRANSMEM 32..52; /note=Helical; /evidence=ECO:0000255; TRANSMEM 67..87; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 121..141; /note=Helical; /evidence=ECO:0000255; TRANSMEM 146..166; /note=Helical; /evidence=ECO:0000255; TRANSMEM 187..207; /note=Helical; /evidence=ECO:0000255; TRANSMEM 211..231; /note=Helical; /evidence=ECO:0000255; TRANSMEM 250..270; /note=Helical; /evidence=ECO:0000255; TRANSMEM 271..291; /note=Helical; /evidence=ECO:0000255"
"Q9NWD8","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 21..41; /note=Helical; /evidence=ECO:0000255; TRANSMEM 179..199; /note=Helical; /evidence=ECO:0000255; TRANSMEM 236..258; /note=Helical; /evidence=ECO:0000255; TRANSMEM 270..290; /note=Helical; /evidence=ECO:0000255"
"Q86YD3","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: Late endosome {ECO:0000250|UniProtKB:Q9DCF1}. Lysosome {ECO:0000250|UniProtKB:Q9DCF1}.",NA,"TOPO_DOM 27..232; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..366; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 233..253; /note=Helical; /evidence=ECO:0000255"
"Q8N2U0","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,"TOPO_DOM 30..63; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 85..92; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 64..84; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255"
"Q8WUH6","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255; TRANSMEM 78..98; /note=Helical; /evidence=ECO:0000255"
"Q0VDI3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 77..97; /note=Helical; /evidence=ECO:0000255; TRANSMEM 114..134; /note=Helical; /evidence=ECO:0000255; TRANSMEM 178..198; /note=Helical; /evidence=ECO:0000255"
"Q6UE05","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 72..92; /note=Helical; /evidence=ECO:0000255; TRANSMEM 130..150; /note=Helical; /evidence=ECO:0000255; TRANSMEM 185..205; /note=Helical; /evidence=ECO:0000255"
"Q53FP2","SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:Q9D328}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:Q6JAM9}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9D328}; Multi-pass membrane protein {ECO:0000255}. Note=Shedding may lead to a soluble peptide. {ECO:0000250|UniProtKB:Q6JAM9}.",NA,"TOPO_DOM 1..5; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 27..61; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 83..88; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 110..114; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 133..167; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 6..26; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 89..109; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 115..132; /note=Helical; Name=4; /evidence=ECO:0000255"
"Q9NV64","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:31806350}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 72..92; /note=Helical; /evidence=ECO:0000255; TRANSMEM 110..130; /note=Helical; /evidence=ECO:0000255; TRANSMEM 154..174; /note=Helical; /evidence=ECO:0000255; TRANSMEM 182..202; /note=Helical; /evidence=ECO:0000255; TRANSMEM 287..307; /note=Helical; /evidence=ECO:0000255; TRANSMEM 319..339; /note=Helical; /evidence=ECO:0000255; TRANSMEM 420..440; /note=Helical; /evidence=ECO:0000255; TRANSMEM 446..466; /note=Helical; /evidence=ECO:0000255"
"Q9GZU3","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q7ZW11}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 77..97; /note=Helical; /evidence=ECO:0000255; TRANSMEM 115..135; /note=Helical; /evidence=ECO:0000255; TRANSMEM 153..175; /note=Helical; /evidence=ECO:0000255; TRANSMEM 185..205; /note=Helical; /evidence=ECO:0000255; TRANSMEM 288..308; /note=Helical; /evidence=ECO:0000255; TRANSMEM 322..342; /note=Helical; /evidence=ECO:0000255; TRANSMEM 421..441; /note=Helical; /evidence=ECO:0000255; TRANSMEM 447..467; /note=Helical; /evidence=ECO:0000255"
"Q9NWC5","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 7..27; /note=Helical; /evidence=ECO:0000255; TRANSMEM 51..71; /note=Helical; /evidence=ECO:0000255; TRANSMEM 100..120; /note=Helical; /evidence=ECO:0000255; TRANSMEM 150..170; /note=Helical; /evidence=ECO:0000255; TRANSMEM 218..238; /note=Helical; /evidence=ECO:0000255"
"Q969K7","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 22..42; /note=Helical; /evidence=ECO:0000255; TRANSMEM 62..82; /note=Helical; /evidence=ECO:0000255; TRANSMEM 100..120; /note=Helical; /evidence=ECO:0000255; TRANSMEM 155..175; /note=Helical; /evidence=ECO:0000255"
"O94886","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:20957757}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q91YT8}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 50..70; /note=Helical; /evidence=ECO:0000255; TRANSMEM 146..166; /note=Helical; /evidence=ECO:0000255; TRANSMEM 191..211; /note=Helical; /evidence=ECO:0000255; TRANSMEM 423..443; /note=Helical; /evidence=ECO:0000255; TRANSMEM 462..482; /note=Helical; /evidence=ECO:0000255; TRANSMEM 508..528; /note=Helical; /evidence=ECO:0000255; TRANSMEM 553..573; /note=Helical; /evidence=ECO:0000255; TRANSMEM 620..640; /note=Helical; /evidence=ECO:0000255; TRANSMEM 665..685; /note=Helical; /evidence=ECO:0000255; TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"Q96MH6","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 51..71; /note=Helical; /evidence=ECO:0000255; TRANSMEM 126..146; /note=Helical; /evidence=ECO:0000255"
"Q96K49","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305|PubMed:26157166}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 43..214; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 236..247; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 269..299; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 321..322; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 344..350; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 372..396; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 418..429; /note=Lumenal; /evidence=ECO:0000305; TOPO_DOM 451..555; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 215..235; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 248..268; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 300..320; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 323..343; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 351..371; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 397..417; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 430..450; /note=Helical; Name=7; /evidence=ECO:0000255"
"A6NDV4","SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:17641538}; Multi-pass membrane protein {ECO:0000269|PubMed:17641538}. Cytoplasm {ECO:0000269|PubMed:17641538}. Nucleus {ECO:0000269|PubMed:17641538}. Mitochondrion {ECO:0000269|PubMed:17641538}. Endoplasmic reticulum {ECO:0000269|PubMed:17641538}. Note=Also detected in mitochondrion and endoplasmic reticulum (PubMed:17641538).",NA,"TOPO_DOM 1..233; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 255..257; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 278..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..315; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 337..342; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 364..379; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 401..405; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 427..472; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 234..254; /note=Helical; /evidence=ECO:0000255; TRANSMEM 258..277; /note=Helical; /evidence=ECO:0000255; TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255; TRANSMEM 316..336; /note=Helical; /evidence=ECO:0000255; TRANSMEM 343..363; /note=Helical; /evidence=ECO:0000255; TRANSMEM 380..400; /note=Helical; /evidence=ECO:0000255; TRANSMEM 406..426; /note=Helical; /evidence=ECO:0000255"
"Q9P0T7","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:12359240, ECO:0000305|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:12359240, ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:30374053}; Single-pass type I membrane protein {ECO:0000255}.",NA,"TOPO_DOM 21..89; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 111..183; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 90..110; /note=Helical; /evidence=ECO:0000255"
"Q8NEW7","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA,"TOPO_DOM 28..57; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 79..156; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"P62328","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:1999398}.",NA,NA,NA
"Q5T4D3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum {ECO:0000305}.",NA,NA,"TRANSMEM 15..35; /note=Helical; /evidence=ECO:0000255; TRANSMEM 112..132; /note=Helical; /evidence=ECO:0000255; TRANSMEM 142..162; /note=Helical; /evidence=ECO:0000255; TRANSMEM 166..186; /note=Helical; /evidence=ECO:0000255; TRANSMEM 199..219; /note=Helical; /evidence=ECO:0000255; TRANSMEM 225..245; /note=Helical; /evidence=ECO:0000255; TRANSMEM 269..288; /note=Helical; /evidence=ECO:0000255; TRANSMEM 318..337; /note=Helical; /evidence=ECO:0000255; TRANSMEM 355..375; /note=Helical; /evidence=ECO:0000255; TRANSMEM 383..403; /note=Helical; /evidence=ECO:0000255; TRANSMEM 413..433; /note=Helical; /evidence=ECO:0000255; TRANSMEM 441..461; /note=Helical; /evidence=ECO:0000255"
"Q71RG4","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 36..56; /note=Helical; /evidence=ECO:0000255; TRANSMEM 266..286; /note=Helical; /evidence=ECO:0000255; TRANSMEM 295..315; /note=Helical; /evidence=ECO:0000255"
"Q6P589",NA,NA,NA,NA
"O43508","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12411489}; Single-pass type II membrane protein {ECO:0000269|PubMed:12411489}.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 12, secreted form]: Secreted.; SUBCELLULAR LOCATION: [Isoform TWE-PRIL]: Cell membrane; Single-pass membrane protein.",NA,"TOPO_DOM 1..21; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 43..249; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 22..42; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q9Y275","SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 13b, soluble form]: Secreted.",NA,"TOPO_DOM 1..46; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 68..285; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 47..67; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"O43557","SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, membrane form]: Cell membrane; Single-pass type II membrane protein.; SUBCELLULAR LOCATION: [Tumor necrosis factor ligand superfamily member 14, soluble form]: Secreted.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.",NA,"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 59..240; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 38..58; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"P23510","SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.",NA,"TOPO_DOM 1..23; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 51..183; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 24..50; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q07912","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20333297, ECO:0000269|PubMed:20979614}. Nucleus {ECO:0000269|PubMed:14733946, ECO:0000269|PubMed:20333297}. Endosome {ECO:0000250|UniProtKB:O54967}. Cell junction, adherens junction {ECO:0000305}. Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16137687}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:16137687, ECO:0000269|PubMed:18262180}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:21169560}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:20110370}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:O54967}. Note=The Tyr-284 phosphorylated form is found both in the membrane and nucleus (By similarity). Co-localizes with EGFR on endosomes (PubMed:20333297). Nuclear translocation is CDC42-dependent (By similarity). Detected in long filamentous cytosolic structures where it co-localizes with CTPS1 (By similarity). {ECO:0000250|UniProtKB:O54967, ECO:0000269|PubMed:20333297}.",NA,NA,NA
"P02585",NA,NA,NA,NA
"P19429",NA,NA,NA,NA
"Q9Y5L0","SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000269|PubMed:31192305, ECO:0000305|PubMed:10713112, ECO:0000305|PubMed:23543484}. Cytoplasm {ECO:0000269|PubMed:10713112}. Note=Localizes to the nuclear envelope and annulate lamellae, which consists in stacks of endoplasmic reticulum membranes containing a high density of nuclear pores. {ECO:0000269|PubMed:31192305}.",NA,NA,NA
"Q8NDV7","SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:11950943, ECO:0000269|PubMed:13130130, ECO:0000269|PubMed:15494374, ECO:0000269|PubMed:15908945, ECO:0000269|PubMed:16284622, ECO:0000269|PubMed:16284623, ECO:0000269|PubMed:16906129, ECO:0000269|PubMed:18946079, ECO:0000269|PubMed:19056672, ECO:0000269|PubMed:19324964}. Note=Mammalian P-bodies are also known as GW bodies (GWBs). {ECO:0000305}.",NA,NA,NA
"P50616","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Only a small fraction localizes to the cytoplasm except in late S-phase where more than half of proteins become cytoplasmic. {ECO:0000250}.",NA,NA,NA
"Q15785","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10101285}. Mitochondrion outer membrane {ECO:0000269|PubMed:10101285}; Peripheral membrane protein {ECO:0000269|PubMed:10101285}; Cytoplasmic side {ECO:0000269|PubMed:10101285}.",NA,NA,NA
"O14656","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:29053766}. Nucleus membrane {ECO:0000269|PubMed:14970196, ECO:0000269|PubMed:29053766}; Peripheral membrane protein {ECO:0000305}. Cell projection, growth cone {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle. Cytoplasm, cytoskeleton. Note=Upon oxidative stress, redistributes to protusions from the cell surface (By similarity). Peripherally associated with the inner face of the ER membrane, probably mediated by the interaction with TOR1AIP1. The association with nucleus membrane is mediated by the interaction with TOR1AIP2. {ECO:0000250}.",NA,NA,NA
"O94842","SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:20516061}. Note=Associated with chromatin.",NA,NA,NA
"P04637","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459, ECO:0000269|PubMed:22726440}. Nucleus {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:17591690, ECO:0000269|PubMed:18206965, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459}. Nucleus, PML body {ECO:0000269|PubMed:11025664, ECO:0000269|PubMed:12810724}. Endoplasmic reticulum {ECO:0000269|PubMed:17170702}. Mitochondrion matrix {ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:25168243, ECO:0000269|PubMed:27323408}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28842590}. Note=Recruited into PML bodies together with CHEK2 (PubMed:12810724). Translocates to mitochondria upon oxidative stress (PubMed:22726440). Translocates to mitochondria in response to mitomycin C treatment (PubMed:27323408). {ECO:0000269|PubMed:12810724, ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:27323408}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:23752197}. Cytoplasm. Note=Predominantly nuclear but localizes to the cytoplasm when expressed with isoform 4.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus. Cytoplasm. Note=Localized in the nucleus in most cells but found in the cytoplasm in some cells.; SUBCELLULAR LOCATION: [Isoform 4]: Nucleus. Cytoplasm. Note=Predominantly nuclear but translocates to the cytoplasm following cell stress.; SUBCELLULAR LOCATION: [Isoform 7]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; SUBCELLULAR LOCATION: [Isoform 8]: Nucleus. Cytoplasm. Note=Localized in both nucleus and cytoplasm in most cells. In some cells, forms foci in the nucleus that are different from nucleoli.; SUBCELLULAR LOCATION: [Isoform 9]: Cytoplasm.",NA,NA,NA
