"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q56NI9","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15958495, ECO:0000269|PubMed:19907496}. Chromosome {ECO:0000269|PubMed:15958495, ECO:0000269|PubMed:19907496}. Note=Nuclear in interphase cells, excluded from chromosomes during metaphase but reassociates with chromosomes in telophase. {ECO:0000269|PubMed:15958495}.",NA,NA,NA
"P12104","SUBCELLULAR LOCATION: Cytoplasm.",NA,NA,NA
"P0C2L3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 6..26; /note=Helical; /evidence=ECO:0000255"
"A6NE01",NA,NA,NA,NA
"Q5JX71","SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000250|UniProtKB:A2APA5}; Single-pass type I membrane protein {ECO:0000255}.",NA,"TOPO_DOM 20..52; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 74..171; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 53..73; /note=Helical; /evidence=ECO:0000255"
"Q86X60",NA,NA,NA,NA
"H0Y354",NA,NA,NA,NA
"Q6L9T8",NA,NA,NA,NA
"Q8TDW7","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA,"TOPO_DOM 33..4154; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 4176..4557; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 4155..4175; /note=Helical; /evidence=ECO:0000255"
"P24071","SUBCELLULAR LOCATION: [Isoform A.1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform A.2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform A.3]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform B]: Secreted.; SUBCELLULAR LOCATION: [Isoform B-delta-S2]: Secreted.",NA,"TOPO_DOM 22..227; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..287; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 228..246; /note=Helical; /evidence=ECO:0000255"
"O14842","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17699519, ECO:0000269|PubMed:25043059}; Multi-pass membrane protein {ECO:0000269|PubMed:25043059}.",NA,"TOPO_DOM 1..8; /note=Extracellular; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 32..41; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 65..79; /note=Extracellular; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 102..121; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 143..178; /note=Extracellular; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 201..223; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 249..256; /note=Extracellular; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TOPO_DOM 280..300; /note=Cytoplasmic; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059","TRANSMEM 9..31; /note=Helical; Name=1; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 42..64; /note=Helical; Name=2; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 80..101; /note=Helical; Name=3; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 122..142; /note=Helical; Name=4; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 179..200; /note=Helical; Name=5; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 224..248; /note=Helical; Name=6; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059; TRANSMEM 257..279; /note=Helical; Name=7; /evidence=ECO:0000255, ECO:0000269|PubMed:25043059"
"Q5NUL3","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Note=Sorted to late endosome/lysosome compartments upon internalization. {ECO:0000269|PubMed:22282525}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:22282525}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium membrane {ECO:0000305|PubMed:31761534}; Multi-pass membrane protein {ECO:0000255}. Note=Sorted to late endosome/lysosome compartments upon internalization (PubMed:22282525). Specifically localizes to the primary cilium of undifferentiated adipocytes. Ciliary trafficking is TULP3-dependent. As the cilium is lost during adipogenesis, moves to the plasma membrane (Probable). {ECO:0000269|PubMed:22282525, ECO:0000305|PubMed:31761534}.",NA,"TOPO_DOM 1..45; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 67..77; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 99..112; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 134..156; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 178..204; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 226..268; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 290..295; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 317..361; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 46..66; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 78..98; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 113..133; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 157..177; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 205..225; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 269..289; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 296..316; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q8N539","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.",NA,"TOPO_DOM 1..33; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 55..461; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 34..54; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q9Y261","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089, ECO:0000269|PubMed:14500912}. Cytoplasm {ECO:0000269|PubMed:14500912}. Note=Shuttles between the nucleus and cytoplasm in a CRM1-dependent manner; in response to insulin signaling via AKT1 is exported from the nucleus.",NA,NA,NA
"Q6ZUT3","SUBCELLULAR LOCATION: Cell projection, neuron projection {ECO:0000250|UniProtKB:A2AD83}. Cell projection, growth cone {ECO:0000250|UniProtKB:A2AD83}. Note=In undifferentiated neurons, located in the actin-rich regions of the cell body. In differentiated neurons, located in the actin-rich regions of the cell body and primary neurite processes but is almost absent from secondary extensions arising from the primary neurite. Also found at the actin-rich distal end of growth cones (By similarity). {ECO:0000250|UniProtKB:A2AD83}.",NA,NA,NA
"P14867","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:P08219}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:2465923}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P62813}.",NA,"TOPO_DOM 28..251; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 335..421; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 252..273; /note=Helical; /evidence=ECO:0000305; TRANSMEM 279..300; /note=Helical; /evidence=ECO:0000305; TRANSMEM 313..334; /note=Helical; /evidence=ECO:0000305; TRANSMEM 422..443; /note=Helical; /evidence=ECO:0000305"
"P47869","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:P26048}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:P26048}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:P23576}. Cell projection, dendrite {ECO:0000250|UniProtKB:P26048}.",NA,"TOPO_DOM 29..251; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 335..419; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 252..273; /note=Helical; /evidence=ECO:0000305; TRANSMEM 279..300; /note=Helical; /evidence=ECO:0000305; TRANSMEM 313..334; /note=Helical; /evidence=ECO:0000305; TRANSMEM 420..441; /note=Helical; /evidence=ECO:0000305"
"P34903","SUBCELLULAR LOCATION: Postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 29..276; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 360..457; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 277..298; /note=Helical; /evidence=ECO:0000305; TRANSMEM 304..325; /note=Helical; /evidence=ECO:0000305; TRANSMEM 338..359; /note=Helical; /evidence=ECO:0000305; TRANSMEM 458..479; /note=Helical; /evidence=ECO:0000305"
"P31644","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000269|PubMed:31056671}; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:31056671}; Multi-pass membrane protein.",NA,"TOPO_DOM 32..259; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 342..427; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 260..281; /note=Helical; /evidence=ECO:0000255; TRANSMEM 286..307; /note=Helical; /evidence=ECO:0000255; TRANSMEM 319..341; /note=Helical; /evidence=ECO:0000255; TRANSMEM 428..449; /note=Helical; /evidence=ECO:0000255"
"Q8N1C3","SUBCELLULAR LOCATION: Postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 36..272; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 355..444; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 273..294; /note=Helical; /evidence=ECO:0000305; TRANSMEM 299..320; /note=Helical; /evidence=ECO:0000305; TRANSMEM 332..354; /note=Helical; /evidence=ECO:0000305; TRANSMEM 445..465; /note=Helical; /evidence=ECO:0000305"
"Q99928","SUBCELLULAR LOCATION: Postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 18..254; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 338..443; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 255..277; /note=Helical; /evidence=ECO:0000305; TRANSMEM 281..303; /note=Helical; /evidence=ECO:0000305; TRANSMEM 315..337; /note=Helical; /evidence=ECO:0000305; TRANSMEM 444..467; /note=Helical; /evidence=ECO:0000305"
"Q99259",NA,NA,NA,NA
"Q6ZQY3",NA,NA,NA,NA
"A6NGK3",NA,NA,NA,NA
"Q4V321",NA,NA,NA,NA
"Q4V326",NA,NA,NA,NA
"P47211","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 92..109; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 132..151; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 173..200; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 222..248; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 270..271; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 293..349; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 37..57; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 71..91; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 110..131; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 152..172; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 201..221; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 249..269; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 272..292; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q5VTD9","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16688220}.",NA,NA,NA
"Q9NTQ9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q02738}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q02738}. Cell junction, gap junction {ECO:0000250|UniProtKB:Q02738}. Note=Colocalizes with GJB2 at gap junction plaques in the cochlea. {ECO:0000250|UniProtKB:Q02738}.","INTRAMEM 2..13; /evidence=ECO:0000250|UniProtKB:P29033","TOPO_DOM 14..20; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 41..73; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 95..130; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 152..184; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 206..266; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 21..40; /note=Helical; /evidence=ECO:0000250|UniProtKB:P29033; TRANSMEM 74..94; /note=Helical; /evidence=ECO:0000250|UniProtKB:P29033; TRANSMEM 131..151; /note=Helical; /evidence=ECO:0000250|UniProtKB:P29033; TRANSMEM 185..205; /note=Helical; /evidence=ECO:0000250|UniProtKB:P29033"
"Q6PEY0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, gap junction {ECO:0000250}.",NA,"TOPO_DOM 1..19; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 41..75; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 97..121; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 143..177; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 199..223; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 20..40; /note=Helical; /evidence=ECO:0000255; TRANSMEM 76..96; /note=Helical; /evidence=ECO:0000255; TRANSMEM 122..142; /note=Helical; /evidence=ECO:0000255; TRANSMEM 178..198; /note=Helical; /evidence=ECO:0000255"
"P23415","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q64018}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q64018}. Synapse {ECO:0000250|UniProtKB:Q64018}. Perikaryon {ECO:0000250|UniProtKB:Q64018}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q64018}. Cell membrane {ECO:0000269|PubMed:14551753, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:22715885, ECO:0000269|PubMed:22973015, ECO:0000269|PubMed:24108130, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:25730860, ECO:0000269|PubMed:25973519, ECO:0000269|PubMed:7920629, ECO:0000269|PubMed:7925268, ECO:0000269|PubMed:9009272}; Multi-pass membrane protein {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860, ECO:0000305|PubMed:2155780}.",NA,"TOPO_DOM 29..250; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 273..277; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TOPO_DOM 299..309; /note=Extracellular; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TOPO_DOM 331..425; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:23994010; TOPO_DOM 447..457; /note=Extracellular; /evidence=ECO:0000305","TRANSMEM 251..272; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 278..298; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 310..330; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860; TRANSMEM 426..446; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:23994010"
"P23416","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q7TNC8}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Synapse {ECO:0000250|UniProtKB:Q7TNC8}. Cell membrane {ECO:0000269|PubMed:15302677, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:23895467, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:26370147}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Cell projection {ECO:0000250|UniProtKB:Q7TNC8}.",NA,"TOPO_DOM 28..256; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 279..283; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 305..315; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 337..420; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P23415; TOPO_DOM 442..452; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P23415","TRANSMEM 257..278; /note=Helical; Name=1; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 284..304; /note=Helical; Name=2; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 316..336; /note=Helical; Name=3; /evidence=ECO:0000250|UniProtKB:P23415; TRANSMEM 421..441; /note=Helical; Name=4; /evidence=ECO:0000250|UniProtKB:P23415"
"O75311","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:P24524}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:P24524}. Cell projection, dendrite {ECO:0000250|UniProtKB:P24524}. Synapse {ECO:0000250|UniProtKB:P24524}. Cell membrane {ECO:0000269|PubMed:26416729, ECO:0000269|PubMed:9677400}; Multi-pass membrane protein {ECO:0000269|PubMed:26416729}. Note=Partially colocalizes with GPHN that is known to mediate receptor clustering at postsynaptic membranes. {ECO:0000250|UniProtKB:P24524}.",NA,"TOPO_DOM 34..255; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 278..282; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 304..314; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 336..430; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:26416729; TOPO_DOM 452..464; /note=Extracellular; /evidence=ECO:0000269|PubMed:26416729","TRANSMEM 256..277; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 283..303; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 315..335; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:26416729; TRANSMEM 431..451; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:26416729"
"Q9HCN6","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass membrane protein.",NA,"TOPO_DOM 21..267; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 289..339; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 268..288; /note=Helical; /evidence=ECO:0000255"
"P14770","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 17..147; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 169..177; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 148..168; /note=Helical; /evidence=ECO:0000255"
"Q8NFN8","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..47; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 69..86; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 108..118; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 140..164; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 186..222; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 244..257; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 279..288; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 310..814; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 48..68; /note=Helical; /evidence=ECO:0000255; TRANSMEM 87..107; /note=Helical; /evidence=ECO:0000255; TRANSMEM 119..139; /note=Helical; /evidence=ECO:0000255; TRANSMEM 165..185; /note=Helical; /evidence=ECO:0000255; TRANSMEM 223..243; /note=Helical; /evidence=ECO:0000255; TRANSMEM 258..278; /note=Helical; /evidence=ECO:0000255; TRANSMEM 289..309; /note=Helical; /evidence=ECO:0000255"
"Q9BXC1","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..27; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 49..53; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 75..91; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 113..134; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 156..182; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 204..231; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 253..269; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 291..333; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 28..48; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 54..74; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 92..112; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 135..155; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 183..203; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 232..252; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 270..290; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q99678","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18347022}; Multi-pass membrane protein {ECO:0000269|PubMed:18347022}.",NA,"TOPO_DOM 1..48; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 70..86; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 108..125; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 147..168; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 190..196; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 218..238; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 260..275; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 297..358; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 49..69; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 87..107; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 126..146; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 169..189; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 197..217; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 239..259; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 276..296; /note=Helical; Name=7; /evidence=ECO:0000255"
"O60883","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28688853}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q99JG2}; Multi-pass membrane protein {ECO:0000255}. Note=Associates with the basal membrane of Bergmann glia cell primary cilia. {ECO:0000250|UniProtKB:Q99JG2}.",NA,"TOPO_DOM 26..134; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 156..167; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 189..205; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 227..251; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 273..310; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 332..361; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 383..398; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 420..481; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 135..155; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 168..188; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 206..226; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 252..272; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 311..331; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 362..382; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 399..419; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q13585","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..30; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 52..64; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 86..103; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 125..143; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 165..188; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 210..239; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 261..273; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 295..617; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 31..51; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 65..85; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 104..124; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 144..164; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 189..209; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 240..260; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 274..294; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q9BZJ6","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..81; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 105..115; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 139..157; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 178..196; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 217..240; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 264..315; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 339..352; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 376..419; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 82..104; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 116..138; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 158..177; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 197..216; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 241..263; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 316..338; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 353..375; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q7Z2K8","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Note=Highly enriched in growth cone. {ECO:0000250}.",NA,NA,NA
