Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
ACTR10	"ACTR11, Arp10, Arp11, HARP11"	ENSG00000131966	Actin related protein 10	Q9NZ32	14	58200080-58235636	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Cancer enriched	Detected in all	7	Bile duct cancer: 53.7	Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA000699			Approved	"Vesicles,Plasma membrane,Focal adhesion sites"		NA	NA			Cluster 18: Basophils - Vesicular transport	Cluster 35: Non-specific - Unknown function	Cluster 46: Non-specific - Unknown function	Cluster 18: Non-specific - Mixed function	"Vesicles, Plasma membrane, Focal adhesion sites"		HPA000699: 	prognostic unfavorable (3.24e-4)	unprognostic (4.61e-2)	unprognostic (6.22e-3)	unprognostic (2.03e-2)	unprognostic (4.42e-1)	unprognostic (1.36e-2)	prognostic unfavorable (2.71e-5)	unprognostic (3.20e-1)	unprognostic (9.30e-2)	unprognostic (1.53e-1)	unprognostic (4.86e-1)	unprognostic (2.36e-1)	prognostic favorable (8.48e-8)	unprognostic (1.01e-2)	unprognostic (2.39e-1)	unprognostic (2.43e-2)	unprognostic (8.48e-2)
ACTR6	"ARP6, FLJ13433"	ENSG00000075089	Actin related protein 6	Q9GZN1	12	100199122-100241865	Predicted intracellular proteins	"Transcription, Transcription regulation"	"Activator, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Early spermatids: 136.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA038587, HPA038588"	Uncertain		Approved	"Plasma membrane,Cytosol"		No	No			Cluster 33: Neutrophils - Chromatin organization	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 45: Non-specific - Cell proliferation	Cluster 16: Non-specific - RNA binding	"Plasma membrane, Cytosol"		"HPA038587: AB_10670781, HPA038588: AB_10672719"	unprognostic (1.24e-2)	unprognostic (8.43e-3)	unprognostic (1.81e-1)	unprognostic (1.14e-1)	unprognostic (1.70e-1)	unprognostic (1.24e-2)	prognostic unfavorable (7.70e-9)	unprognostic (4.11e-2)	unprognostic (1.09e-1)	unprognostic (1.05e-1)	unprognostic (6.98e-2)	unprognostic (3.99e-1)	unprognostic (5.32e-2)	unprognostic (4.30e-2)	unprognostic (3.22e-1)	unprognostic (6.67e-3)	unprognostic (3.40e-2)
ADAM10	"CD156C, HsT18717, kuz, MADM"	ENSG00000137845	ADAM metallopeptidase domain 10	O14672	15	58588809-58749791	"Cancer-related genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Notch signaling pathway	"Hydrolase, Metalloprotease, Protease"	"Alzheimer disease, Amyloidosis, Cancer-related genes, Disease variant, Neurodegeneration"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Oligodendrocytes: 356.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB001709, HPA050670"	Approved		Supported	"Vesicles,Plasma membrane"	Intracellular and membrane	NA	NA		690000	Cluster 8: Neutrophils - Inflammatory response	Cluster 3: T-cells - Adaptive immune response	Cluster 68: Kidney - Mixed function	Cluster 8: Oligodendrocytes - Myelin sheath organization	"Vesicles, Plasma membrane"		"CAB001709: , HPA050670: "	unprognostic (1.43e-1)	unprognostic (1.38e-1)	unprognostic (2.77e-1)	unprognostic (5.04e-2)	unprognostic (3.09e-1)	unprognostic (2.70e-3)	unprognostic (7.48e-2)	prognostic unfavorable (8.46e-5)	unprognostic (3.99e-2)	unprognostic (1.19e-1)	prognostic unfavorable (1.90e-4)	unprognostic (6.69e-2)	unprognostic (2.57e-2)	unprognostic (2.57e-3)	unprognostic (9.14e-2)	unprognostic (2.09e-2)	unprognostic (1.60e-2)
ADAMTS1	"C3-C5, KIAA1346, METH1"	ENSG00000154734	ADAM metallopeptidase with thrombospondin type 1 motif 1	Q9UHI8	21	26835755-26845409	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters"		"Heparin-binding, Hydrolase, Metalloprotease, Protease"	Cancer-related genes	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		ovary: 314.4	Cell type enhanced	Detected in many		Adipocytes: 343.3;Endometrial stromal cells: 219.5;Endothelial cells: 372.6;Extravillous trophoblasts: 258.9;Fibroblasts: 208.2;Smooth muscle cells: 524.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Group enriched	Detected in some	8	gdT-cell: 4.5;NK-cell: 6.6	Group enriched	Detected in many	56	NK-cells: 6.6;T-cells: 4.5	Low cancer specificity	Detected in many			"Breast - Endothelial cells, Testis - Endothelial cells"	Low region specificity	Detected in all			Region enriched	Detected in all	4	spinal cord: 35.6	"CAB016394, HPA031498"	Approved		Approved	Plasma membrane	Secreted to extracellular matrix	NA	NA		4100000	Cluster 40: NK-cells - Unknown function	Cluster 46: Fibroblasts - ECM organization	Cluster 20: Connective tissue cells - ECM organization	Cluster 72: Smooth muscle cells - ECM organization	Plasma membrane		"CAB016394: AB_626637, HPA031498: AB_2673907"	unprognostic (6.82e-2)	unprognostic (1.35e-1)	unprognostic (1.21e-1)	unprognostic (1.64e-1)	unprognostic (1.18e-2)	prognostic unfavorable (5.13e-4)	unprognostic (1.03e-1)	unprognostic (3.28e-1)	unprognostic (2.37e-2)	unprognostic (5.39e-2)	unprognostic (1.75e-1)	unprognostic (4.55e-2)	unprognostic (9.70e-3)	unprognostic (8.27e-3)	unprognostic (1.12e-1)	unprognostic (6.76e-2)	unprognostic (1.57e-1)
ADCY9	AC9	ENSG00000162104	Adenylate cyclase 9	O60503	16	3953387-4116442	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	cAMP biosynthesis	Lyase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		choroid plexus: 45.4;skeletal muscle: 52.9	Cell type enhanced	Detected in many		Excitatory neurons: 93.9;Inhibitory neurons: 71.0	Low cancer specificity	Detected in all			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			"Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA041328, HPA044225"	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			Cluster 10: Basophils - Unknown function	Cluster 13: Striated muscle - Muscle contraction	Cluster 20: Connective tissue cells - ECM organization	Cluster 38: Neurons - Neuronal signaling	Plasma membrane	Cytosol	"HPA041328: AB_2677414, HPA044225: AB_2678863"	unprognostic (1.78e-1)	unprognostic (5.54e-2)	unprognostic (2.57e-1)	prognostic unfavorable (2.55e-5)	unprognostic (6.62e-2)	unprognostic (1.30e-2)	unprognostic (2.52e-1)	unprognostic (3.61e-2)	unprognostic (6.93e-2)	unprognostic (4.76e-3)	unprognostic (5.40e-2)	unprognostic (1.37e-1)	prognostic favorable (5.24e-8)	unprognostic (1.19e-1)	unprognostic (1.66e-1)	unprognostic (1.44e-1)	unprognostic (1.55e-2)
ADD1		ENSG00000087274	Adducin 1	P35611	4	2843857-2930076	"Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Cone photoreceptor cells: 348.1;Rod photoreceptor cells: 620.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Breast - Fibroblasts, Kidney - Fibroblasts, Prostate - Smooth muscle cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB009794, HPA035873, HPA035874"	Enhanced		Enhanced	"Nucleoplasm,Plasma membrane"		NA	NA		360000	Cluster 19: B-cells - Humoral immune response	Cluster 54: Non-specific - Microtubule organization	Cluster 45: Non-specific - Cell proliferation	Cluster 44: Photoreceptor cells - Visual perception	Plasma membrane	Nucleoplasm	"CAB009794: AB_633663, HPA035873: AB_2674836, HPA035874: AB_2674837"	unprognostic (1.79e-1)	unprognostic (1.37e-1)	unprognostic (1.66e-2)	unprognostic (5.40e-3)	unprognostic (1.90e-1)	unprognostic (2.66e-2)	unprognostic (5.07e-3)	unprognostic (1.68e-2)	unprognostic (3.52e-1)	unprognostic (2.50e-1)	prognostic favorable (3.94e-4)	unprognostic (5.22e-2)	prognostic favorable (1.29e-7)	unprognostic (2.61e-2)	unprognostic (1.12e-1)	unprognostic (7.38e-2)	unprognostic (4.03e-3)
ADD3	ADDL	ENSG00000148700	Adducin 3	Q9UEY8	10	109996368-110135565	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		"Actin-binding, Calmodulin-binding"	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Astrocytes: 435.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Breast - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB009797, HPA035696"	Supported		Supported	Plasma membrane		NA	NA		260000	Cluster 2: Granulocytes - Unknown function	Cluster 45: Intestine - Brush border	Cluster 59: Fibroblasts - Metabolism	Cluster 65: Fibroblasts - ECM organization	Plasma membrane		"CAB009797: AB_2223583, HPA035696: AB_2674740"	unprognostic (2.66e-1)	unprognostic (2.63e-2)	unprognostic (1.46e-3)	unprognostic (1.64e-1)	unprognostic (2.65e-2)	unprognostic (1.75e-2)	unprognostic (1.57e-3)	unprognostic (6.42e-2)	unprognostic (5.73e-2)	unprognostic (2.37e-2)	unprognostic (7.58e-2)	unprognostic (9.12e-2)	unprognostic (2.34e-3)	unprognostic (1.36e-1)	unprognostic (4.03e-1)	unprognostic (3.68e-2)	unprognostic (5.92e-2)
ADGRA2	"DKFZp434C211, DKFZp434J0911, FLJ14390, GPR124, KIAA1531, TEM5"	ENSG00000020181	Adhesion G protein-coupled receptor A2	Q96PE1	8	37784191-37844896	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"	"Angiogenesis, Wnt signaling pathway"	"G-protein coupled receptor, Receptor, Transducer"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Adipocytes: 29.8;Endometrial stromal cells: 45.7;Endothelial cells: 22.7;Fibroblasts: 38.1;Leydig cells: 53.3;Microglial cells: 23.7;Muller glia cells: 26.7;Peritubular cells: 41.4;Smooth muscle cells: 42.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Bone cancer: 31.6	"Breast - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Skeletal muscle - Fibroblasts, Skin - Fibroblast_1, Thyroid - Fibroblasts"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA008984, HPA012393"	Uncertain		Supported	"Vesicles,Plasma membrane"		NA	NA		270000		Cluster 46: Fibroblasts - ECM organization	Cluster 20: Connective tissue cells - ECM organization	Cluster 72: Smooth muscle cells - ECM organization	Plasma membrane	Vesicles	"HPA008984: , HPA012393: AB_1849256"	unprognostic (1.63e-1)	unprognostic (1.00e-1)	unprognostic (8.30e-2)	unprognostic (1.21e-1)	unprognostic (2.00e-1)	unprognostic (6.34e-2)	unprognostic (1.38e-1)	unprognostic (3.75e-2)	unprognostic (1.15e-2)	unprognostic (1.20e-2)	unprognostic (3.55e-2)	unprognostic (1.50e-1)	prognostic unfavorable (3.18e-7)	unprognostic (2.65e-2)	unprognostic (4.90e-2)	unprognostic (6.12e-2)	unprognostic (4.60e-3)
ADK	AK	ENSG00000156110	Adenosine kinase	P55263	10	74151202-74709963	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	Purine salvage	"Kinase, Transferase"	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		liver: 151.2	Cell type enhanced	Detected in all		Excitatory neurons: 241.7;Inhibitory neurons: 281.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Liver - Hepatocytes, Lung - Alveolar cells type 2, Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB032876, HPA038391, HPA038409, HPA075222"	Approved		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA		920000	Cluster 23: Antigen presenting cells - Antigen presentation	Cluster 55: Non-specific - Mitochondria & Proteasome	Cluster 67: Non-specific - Mitochondria & RNA binding	Cluster 37: Neurons - Neuronal signaling	"Nucleoplasm, Cytosol"	Plasma membrane	"CAB032876: AB_2242229, HPA038391: AB_2675990, HPA038409: AB_10675798, HPA075222: "	unprognostic (1.55e-3)	unprognostic (1.09e-1)	unprognostic (1.88e-1)	unprognostic (2.62e-2)	unprognostic (2.52e-2)	prognostic unfavorable (1.93e-4)	prognostic favorable (9.91e-4)	unprognostic (2.64e-1)	unprognostic (2.88e-1)	unprognostic (1.55e-1)	unprognostic (8.15e-3)	unprognostic (2.51e-1)	unprognostic (1.89e-3)	unprognostic (2.03e-1)	unprognostic (2.88e-2)	unprognostic (4.97e-3)	unprognostic (2.95e-2)
ADRM1	"ARM1, GP110, Rpn13"	ENSG00000130706	Adhesion regulating molecule 1	Q16186	20	62302093-62308862	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		skeletal muscle: 369.5	Cell type enhanced	Detected in all		Late spermatids: 1665.5;Syncytiotrophoblasts: 462.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA042266	Supported		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA		28000	Cluster 12: Non-specific - Basic cellular processes	Cluster 33: Striated muscle - Muscle contraction	Cluster 40: Non-specific - Enzymes	Cluster 18: Non-specific - Mixed function	"Nucleoplasm, Plasma membrane, Cytosol"		HPA042266: AB_10794044	unprognostic (5.49e-2)	unprognostic (5.14e-3)	unprognostic (7.34e-2)	unprognostic (6.16e-2)	unprognostic (2.06e-2)	unprognostic (1.06e-1)	unprognostic (1.77e-3)	unprognostic (2.14e-2)	unprognostic (3.56e-2)	unprognostic (2.13e-3)	unprognostic (8.98e-2)	unprognostic (3.50e-1)	prognostic unfavorable (9.02e-6)	unprognostic (4.15e-2)	unprognostic (1.09e-1)	unprognostic (3.22e-1)	unprognostic (8.47e-2)
ADSS2	ADSS	ENSG00000035687	Adenylosuccinate synthase 2	P30520	1	244408494-244451909	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	Purine biosynthesis	Ligase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA024400	Supported		Approved	"Plasma membrane,Cytosol"		NA	NA		690000	Cluster 38: Basophils - Unknown function	Cluster 71: Testis - DNA repair	Cluster 18: Non-specific - RNA binding	Cluster 1: T-cells - Immune response	Cytosol	Plasma membrane	HPA024400: AB_1844623	unprognostic (4.24e-3)	unprognostic (2.63e-1)	unprognostic (3.95e-2)	unprognostic (8.68e-2)	unprognostic (6.91e-2)	unprognostic (2.04e-1)	unprognostic (1.62e-2)	unprognostic (2.58e-1)	unprognostic (1.12e-1)	unprognostic (1.01e-2)	unprognostic (1.44e-2)	unprognostic (3.10e-1)	unprognostic (1.35e-1)	unprognostic (7.62e-2)	unprognostic (1.86e-1)	unprognostic (2.04e-1)	unprognostic (1.18e-2)
AFDN	"AF-6, AF6, MLLT4"	ENSG00000130396	"Afadin, adherens junction formation factor"	P55196	6	167826922-167972023	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"	Cell adhesion		"Cancer-related genes, Proto-oncogene"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in single		memory B-cell: 1.1	Low lineage specificity	Detected in single			Low cancer specificity	Detected in all			"Heart muscle - Endothelial cells, Lung - Alveolar cells type 1, Skeletal muscle - Endothelial cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB013496, HPA030212, HPA030213, HPA030214, HPA030215, HPA049868"	Approved		Enhanced	"Nucleoplasm,Plasma membrane,Cell Junctions"		NA	NA			Cluster 37: B-cells - Transcription	Cluster 37: Intestine - Unknown function	Cluster 35: Liver cancer - Metabolism	Cluster 14: Endometrium - Transcription regulation	"Plasma membrane, Cell Junctions"	Nucleoplasm	"CAB013496: , HPA030212: AB_10599291, HPA030213: AB_10601340, HPA030214: AB_10601005, HPA030215: AB_10601556, HPA049868: AB_2680924"	prognostic unfavorable (7.43e-5)	unprognostic (2.66e-3)	unprognostic (2.07e-2)	unprognostic (2.61e-1)	unprognostic (1.13e-1)	unprognostic (9.06e-2)	unprognostic (4.12e-1)	unprognostic (3.12e-2)	unprognostic (4.12e-1)	unprognostic (1.09e-3)	unprognostic (1.75e-1)	unprognostic (1.73e-2)	unprognostic (5.56e-2)	unprognostic (5.43e-3)	unprognostic (1.59e-1)	unprognostic (4.72e-2)	unprognostic (5.68e-2)
AHNAK	MGC5395	ENSG00000124942	AHNAK nucleoprotein	Q09666	11	62433542-62556235	"Plasma proteins, Predicted intracellular proteins"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Schwann cells: 1081.4;Suprabasal keratinocytes: 1089.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Thyroid - Fibroblasts	Low region specificity	Detected in all			Region enhanced	Detected in all		spinal cord: 395.4	"HPA019010, HPA019070, HPA026643"	Uncertain		Enhanced	"Plasma membrane,Cytosol"		NA	NA		10000000	Cluster 25: Monocytes - Inflammatory response	Cluster 31: Skin - Epidermis development	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 3: Suprabasal keratinocytes - Cornification	"Plasma membrane, Cytosol"		"HPA019010: AB_1844657, HPA019070: AB_1844656, HPA026643: AB_10670426"	unprognostic (1.39e-1)	unprognostic (7.84e-2)	unprognostic (3.46e-1)	unprognostic (3.19e-1)	unprognostic (1.96e-2)	unprognostic (5.99e-2)	unprognostic (2.53e-1)	unprognostic (1.63e-2)	unprognostic (4.84e-2)	unprognostic (1.98e-3)	prognostic unfavorable (2.42e-4)	unprognostic (4.30e-1)	unprognostic (4.49e-3)	unprognostic (5.42e-2)	unprognostic (1.18e-1)	unprognostic (2.61e-1)	prognostic unfavorable (3.47e-6)
AIFM2	"AMID, FLJ14497, PRG3"	ENSG00000042286	Apoptosis inducing factor mitochondria associated 2	Q9BRQ8	10	70098223-70132934	Predicted intracellular proteins		"DNA-binding, Oxidoreductase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Distal enterocytes: 50.4;Late spermatids: 46.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast)"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA028961, HPA042309, HPA075576"	Approved		Supported	"Vesicles,Plasma membrane,Cytosol"		NA	NA			Cluster 15: NK-cells - Transcription	Cluster 82: Adipose tissue - ECM organization	Cluster 61: Liver - Metabolism	Cluster 50: Enterocytes - Absorption	Vesicles	"Plasma membrane, Cytosol"	"HPA028961: AB_2672844, HPA042309: AB_10796575, HPA075576: "	unprognostic (6.62e-2)	unprognostic (2.73e-1)	unprognostic (4.29e-1)	prognostic favorable (2.80e-4)	unprognostic (7.26e-3)	unprognostic (2.57e-2)	unprognostic (7.95e-3)	unprognostic (2.80e-1)	unprognostic (5.31e-2)	unprognostic (8.90e-2)	unprognostic (2.23e-1)	unprognostic (1.53e-1)	unprognostic (4.49e-1)	unprognostic (4.59e-3)	unprognostic (2.17e-1)	unprognostic (1.11e-1)	prognostic favorable (2.92e-4)
AKAP10	"D-AKAP2, MGC9414, PRKA10"	ENSG00000108599	A-kinase anchoring protein 10	O43572	17	19904302-19978343	"Disease related genes, Plasma proteins, Predicted intracellular proteins"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Astrocytes: 69.0;Oligodendrocytes: 74.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Cancer enhanced	Detected in all		testis cancer: 84.8	"Testis - Spermatocytes, Testis - Spermatogonia"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA028901	Approved		Supported	"Plasma membrane,Cytosol"		Yes	No			Cluster 1: Neutrophils - Mixed function	Cluster 34: Non-specific - Transcription	Cluster 49: Non-specific - Unknown function	Cluster 69: Macrophages - Innate immune response	"Plasma membrane, Cytosol"		HPA028901: AB_10602227	unprognostic (2.17e-2)	unprognostic (3.48e-2)	unprognostic (5.33e-1)	unprognostic (1.40e-1)	unprognostic (1.50e-1)	unprognostic (5.51e-2)	unprognostic (1.59e-3)	unprognostic (3.88e-1)	unprognostic (7.69e-3)	unprognostic (1.89e-1)	unprognostic (3.59e-2)	unprognostic (3.21e-2)	unprognostic (3.21e-2)	unprognostic (2.49e-2)	unprognostic (7.15e-2)	unprognostic (2.16e-2)	unprognostic (5.20e-2)
AKAP12	"AKAP250, SSeCKS"	ENSG00000131016	A-kinase anchoring protein 12	Q02952	6	151239967-151358559	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"		Calmodulin-binding	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Adipocytes: 377.1;Endothelial cells: 271.7;Fibroblasts: 239.0;Muller glia cells: 480.9;Spermatocytes: 272.8	Cancer enhanced	Detected in all		testis cancer: 39.5	Low region specificity	Detected in all			Immune cell enriched	Detected in single	235	basophil: 37.2	Lineage enriched	Detected in single	235	granulocytes: 37.2	Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA006344, CAB026379, HPA056230"	Enhanced		Enhanced	"Plasma membrane,Cytosol"		No	No		10000000	Cluster 38: Basophils - Unknown function	Cluster 21: Non-specific - Transcription	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 66: Endothelial cells - Angiogenesis	"Plasma membrane, Cytosol"		"CAB026379: , HPA006344: AB_1078118, HPA056230: AB_2683073"	unprognostic (6.66e-2)	unprognostic (1.51e-1)	unprognostic (9.90e-3)	prognostic unfavorable (7.08e-4)	unprognostic (2.61e-2)	unprognostic (8.88e-2)	unprognostic (5.05e-2)	prognostic unfavorable (6.34e-5)	unprognostic (1.34e-1)	unprognostic (8.26e-3)	unprognostic (2.59e-1)	unprognostic (4.72e-2)	unprognostic (4.51e-3)	unprognostic (1.10e-3)	unprognostic (3.51e-1)	unprognostic (7.03e-3)	unprognostic (2.34e-2)
