"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q8TDS4","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17932499}; Multi-pass membrane protein {ECO:0000269|PubMed:17932499}.",NA,"TOPO_DOM 1..33; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 55..63; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 85..102; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 124..142; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 164..192; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 214..229; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 251..273; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 295..363; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 34..54; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 64..84; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 103..123; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 143..163; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 193..213; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 230..250; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 274..294; /note=Helical; Name=7; /evidence=ECO:0000255"
"P49019","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..28; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 51..63; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 86..102; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 124..142; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 164..194; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 210..236; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 257..273; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 299..387; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 29..50; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 64..85; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 103..123; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 143..163; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 195..209; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 237..256; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 274..298; /note=Helical; Name=7; /evidence=ECO:0000255"
"P04440","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.",NA,"TOPO_DOM 30..225; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 247..258; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 226..246; /note=Helical; /evidence=ECO:0000255"
"Q00444","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"P09016","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"Q01629","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:33563656}; Single-pass type II membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000269|PubMed:26354436}; Single-pass type II membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:26354436}; Single-pass type II membrane protein {ECO:0000305}.","INTRAMEM 57..77; /note=Helical; /evidence=ECO:0000250|UniProtKB:P13164","TOPO_DOM 1..56; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 78..106; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 128..132; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 107..127; /note=Helical; /evidence=ECO:0000255"
"Q5DX21","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.",NA,"TOPO_DOM 23..241; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 263..431; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 242..262; /note=Helical; /evidence=ECO:0000255"
"A1L1A6","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31560140}; Single-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000255"
"Q9UPX0","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:D3ZB51}; Single-pass type I membrane protein {ECO:0000255}. Postsynaptic density {ECO:0000250|UniProtKB:D3ZB51}.",NA,"TOPO_DOM 21..722; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 744..1349; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 723..743; /note=Helical; /evidence=ECO:0000255"
"Q14627","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18694590}; Single-pass type I membrane protein.",NA,"TOPO_DOM 27..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 364..380; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 344..363; /note=Helical; /evidence=ECO:0000255"
"Q9UHH9","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11502751}.",NA,NA,NA
"P46940","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15355962, ECO:0000269|PubMed:29033352}. Nucleus {ECO:0000269|PubMed:20883816, ECO:0000269|PubMed:29033352}. Cytoplasm {ECO:0000269|PubMed:20883816, ECO:0000269|PubMed:29033352}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q9JKF1}. Apical cell membrane {ECO:0000269|PubMed:35601831}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q9JKF1}. Note=Subcellular distribution is regulated by the cell cycle, nuclear levels increase at G1/S phase (PubMed:20883816). {ECO:0000269|PubMed:20883816}.",NA,NA,NA
"P48200","SUBCELLULAR LOCATION: Cytoplasm.",NA,NA,NA
"P14316","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"Q13797","SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}.",NA,"TOPO_DOM 30..981; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1003..1035; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 982..1002; /note=Helical; /evidence=ECO:0000255"
"P16144","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell membrane; Lipid-anchor. Cell junction, hemidesmosome. Note=Colocalizes with DST at the leading edge of migrating keratinocytes.",NA,"TOPO_DOM 28..710; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 734..1822; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 711..733; /note=Helical; /evidence=ECO:0000255"
"P18564","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17545607}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, focal adhesion {ECO:0000269|PubMed:17158881}.",NA,"TOPO_DOM 22..709; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 731..788; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 710..730; /note=Helical; /evidence=ECO:0000255"
"Q9P266","SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000250|UniProtKB:Q5DTX6}. Note=Colocalizes with CDH5/VE-Cadherin in endothelial cells but not in epithelial cells. {ECO:0000250|UniProtKB:Q5DTX6}.",NA,NA,NA
"P14923","SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:22781308}. Cell junction, desmosome {ECO:0000269|PubMed:21495994, ECO:0000269|PubMed:22781308, ECO:0000269|PubMed:25208567}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22781308}. Cell membrane {ECO:0000269|PubMed:11790773, ECO:0000269|PubMed:20859650, ECO:0000269|PubMed:22781308}; Peripheral membrane protein {ECO:0000269|PubMed:22781308}. Cytoplasm {ECO:0000250|UniProtKB:Q9PVF7}. Cell junction {ECO:0000250|UniProtKB:Q9PVF7}. Nucleus {ECO:0000250|UniProtKB:Q9PVF7}. Note=Cytoplasmic in a soluble and membrane-associated form. Colocalizes with DSG4 at desmosomes (PubMed:21495994). {ECO:0000269|PubMed:21495994}.",NA,NA,NA
"Q9HB14","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24163367, ECO:0000269|PubMed:25148687}; Multi-pass membrane protein {ECO:0000255}.","INTRAMEM 95..115; /note=Pore-forming; Name=Pore-forming 1; /evidence=ECO:0000255; INTRAMEM 224..244; /note=Pore-forming; Name=Pore-forming 2; /evidence=ECO:0000255","TOPO_DOM 1..19; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 146..193; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 284..408; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 20..40; /note=Helical; /evidence=ECO:0000255; TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255; TRANSMEM 194..214; /note=Helical; /evidence=ECO:0000255; TRANSMEM 263..283; /note=Helical; /evidence=ECO:0000255"
"Q8NCT3",NA,NA,NA,NA
"Q9P206",NA,NA,NA,NA
"Q86YD5","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33208938, ECO:0000269|PubMed:34646020, ECO:0000269|PubMed:34646021}; Single-pass type I membrane protein {ECO:0000250}.",NA,"TOPO_DOM 18..173; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 195..345; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 174..194; /note=Helical; /evidence=ECO:0000255"
"Q9NZU5","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=May shuttle between the cytoplasm and the nucleus. {ECO:0000250}.",NA,NA,NA
"Q96Q04","SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q5XJV6}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q5XJV6}. Cell projection, axon {ECO:0000250|UniProtKB:Q5XJV6}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q5XJV6}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q5XJV6}. Note=Punctate pattern in cell projections.",NA,NA,"TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255"
"Q8TBB1","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"Q8IZ02","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9DAM1}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q9DAM1}. Cytoplasm {ECO:0000250|UniProtKB:Q9DAM1}. Note=As stem cells differentiate, translocates from the nucleolus to the nucleus and then to the cytoplasm. Colocalizes with NPM1 and NCL in the nucleolus. {ECO:0000250|UniProtKB:Q9DAM1}.",NA,NA,NA
"Q6ZRR7",NA,NA,NA,NA
"Q86X29","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21245199}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:21245199, ECO:0000269|PubMed:23239027}. Note=Located at tricellular contacts. {ECO:0000269|PubMed:21245199}.",NA,"TOPO_DOM 1..259; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 281..649; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 260..280; /note=Helical; /evidence=ECO:0000255"
"Q9UPN3","SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15265687, ECO:0000269|PubMed:27693509}. Cytoplasm {ECO:0000269|PubMed:15265687}. Golgi apparatus {ECO:0000269|PubMed:15265687}. Cell membrane {ECO:0000269|PubMed:20937854}. Cell projection, ruffle membrane {ECO:0000269|PubMed:20937854}. Note=The phosphorylated form is found in the cytoplasm while the non-phosphorylated form associates with the microtubules (By similarity). Localizes to the tips of microtubules (PubMed:27693509). Associated with the minus-end of microtubules via interaction with CAMSAP3 (PubMed:27693509). APC controls its localization to the cell membrane which is critical for its function in microtubule stabilization (PubMed:20937854). {ECO:0000250|UniProtKB:Q9QXZ0, ECO:0000269|PubMed:20937854, ECO:0000269|PubMed:27693509}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:16076900}. Golgi apparatus {ECO:0000269|PubMed:16076900}. Note=Localizes to the tips of microtubules. {ECO:0000269|PubMed:16076900}.",NA,NA,NA
"Q96QZ7","SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:11969287}. Cell membrane {ECO:0000269|PubMed:11969287}; Peripheral membrane protein {ECO:0000269|PubMed:11969287}. Note=Localizes to epithelial cells tight junctions.",NA,NA,NA
"Q5TCQ9","SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cell junction, tight junction. Nucleus {ECO:0000250}. Note=Concentrates in specific sites at the plasma membrane and in the nucleus. In epithelial cells, it localizes at tight junctions (By similarity). {ECO:0000250}.",NA,NA,NA
"Q66K74","SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytosol. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18445686}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:18445686}. Note=Detected in filopodia-like protrusions and synapses (By similarity). Detected in perinuclear punctate network corresponding to mitochondrial aggregates and in the nucleus in cells exhibiting apoptosis. Associated specifically with microtubules stabilized by paclitaxel and colocalizes with RASSF1 isoform A. In interphase cells, shows a diffuse cytoplasmic staining with partial localization to the microtubules. During the different stages of mitosis detected at the spindle microtubules. {ECO:0000250}.",NA,NA,NA
"P45985","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.",NA,NA,NA
"Q8TD08","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:29021280}. Cell junction, tight junction {ECO:0000269|PubMed:29021280}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:29021280}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:22948227}. Golgi apparatus {ECO:0000269|PubMed:24618899}. Nucleus {ECO:0000269|PubMed:20638370, ECO:0000269|PubMed:21190936}. Cytoplasm {ECO:0000269|PubMed:20638370, ECO:0000269|PubMed:21190936}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q80Y86}. Note=Co-localizes to the cytoplasm only in presence of ESRRA (PubMed:21190936). Translocates to the nucleus upon activation (PubMed:20638370). At prometaphase I, metaphase I (MI), anaphase I, telophase I, and metaphase II (MII) stages, is stably detected at the spindle (By similarity). {ECO:0000250|UniProtKB:Q80Y86, ECO:0000269|PubMed:20638370, ECO:0000269|PubMed:21190936}.",NA,NA,NA
"Q8N4S9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28661558}; Multi-pass membrane protein {ECO:0000305}. Cell junction, tight junction {ECO:0000269|PubMed:28661558}. Note=Located at tricellular contacts. {ECO:0000269|PubMed:28661558}.",NA,"TOPO_DOM 1..194; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 216..223; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 245..254; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 276..291; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 313..319; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 338..341; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 363..558; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 195..215; /note=Helical; /evidence=ECO:0000255; TRANSMEM 224..244; /note=Helical; /evidence=ECO:0000255; TRANSMEM 255..275; /note=Helical; /evidence=ECO:0000255; TRANSMEM 292..312; /note=Helical; /evidence=ECO:0000255; TRANSMEM 320..337; /note=Helical; /evidence=ECO:0000255; TRANSMEM 342..362; /note=Helical; /evidence=ECO:0000255"
"Q9BTE3","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17296731}. Note=Associates with chromatin. Highly associated with chromatin in G1/S and S phases, reduced binding to chromatin in G2, and further decreased binding in early M phase. It then reassociates with chromatin in late M phase. Dissociates from chromatin later than component of the MCM complex.",NA,NA,NA
"Q02080","SUBCELLULAR LOCATION: Nucleus.",NA,NA,NA
"A2RUB1","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A2AG06}. Nucleus {ECO:0000250|UniProtKB:A2AG06}. Note=at late pachytene a fraction is nuclear. {ECO:0000250|UniProtKB:A2AG06}.",NA,NA,NA
"Q7L2J0","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19906723}.",NA,NA,NA
"Q9H1A3","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:34562450, ECO:0000305|PubMed:33563959}. Mitochondrion {ECO:0000305|PubMed:33563959}. Note=Colocalizes with membranous compartments such as the endoplasmic reticulum and mitochondria. {ECO:0000269|PubMed:33563959}.",NA,NA,NA
"O75121","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24735981}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000269|PubMed:24735981}. Cytoplasm {ECO:0000269|PubMed:24735981}. Note=Mainly localized in the nucleus (PubMed:24735981). {ECO:0000269|PubMed:24735981}.",NA,"TOPO_DOM 29..149; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 173..409; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 150..172; /note=Helical; /evidence=ECO:0000255"
"Q8N3F8","SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000269|PubMed:19864458, ECO:0000269|PubMed:21951725, ECO:0000269|PubMed:34100897}; Peripheral membrane protein {ECO:0000269|PubMed:19864458, ECO:0000269|PubMed:34100897}. Late endosome membrane. Cell projection, cilium membrane {ECO:0000269|PubMed:31615969}; Peripheral membrane protein {ECO:0000269|PubMed:31615969}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:31615969}. Note=Localization to late endosomes is actin-dependent. Association to tubular recycling endosomes is regulated by RAB35 and ARF6 (PubMed:21951725). Interaction with tubulins achors MICALL1 to the centriole (PubMed:31615969). {ECO:0000269|PubMed:21951725, ECO:0000269|PubMed:31615969}.",NA,NA,NA
"Q7L4E1","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:26711011}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 11..31; /note=Helical; /evidence=ECO:0000255; TRANSMEM 42..62; /note=Helical; /evidence=ECO:0000255"
"Q8NB16","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24316671}. Cell membrane {ECO:0000269|PubMed:24316671, ECO:0000269|PubMed:29883610}. Nucleus {ECO:0000250|UniProtKB:Q9D2Y4}. Note=Localizes to the cytoplasm and translocates to the plasma membrane on necroptosis induction (PubMed:24316671). Localizes to the nucleus in response to orthomyxoviruses infection (By similarity). {ECO:0000250|UniProtKB:Q9D2Y4, ECO:0000269|PubMed:24316671}.",NA,NA,NA
"Q9BVC4","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:31601764}. Cytoplasm {ECO:0000250|UniProtKB:Q9Z2K5}. Note=Targeting to lysosomal membrane depends on amino acid availability: mTORC1 is recruited to lysosome membranes via interaction with GTP-bound form of RagA/RRAGA (or RagB/RRAGB) in complex with the GDP-bound form of RagC/RRAGC (or RagD/RRAGD), promoting its mTORC1 recruitment to the lysosomes. {ECO:0000269|PubMed:31601764}.",NA,NA,NA
"Q96BY2","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:19100260}. Mitochondrion outer membrane {ECO:0000269|PubMed:16199525}. Extracellular vesicle membrane {ECO:0000250|UniProtKB:Q9ERH6}. Note=Forms virion-like extracellular vesicles that are released from cells. {ECO:0000250|UniProtKB:Q9ERH6}.",NA,NA,NA
"Q5T2T1","SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein {ECO:0000269|PubMed:17332497}. Lateral cell membrane; Peripheral membrane protein {ECO:0000269|PubMed:17332497}. Cell junction, tight junction {ECO:0000269|PubMed:17237226, ECO:0000269|PubMed:17332497}. Cell junction, adherens junction {ECO:0000269|PubMed:17237226, ECO:0000269|PubMed:17332497}. Cytoplasm, cell cortex {ECO:0000269|PubMed:26481050}. Cytoplasm {ECO:0000269|PubMed:26481050}. Note=In epidermal cells, detected primarily at the lateral cell membrane. {ECO:0000269|PubMed:17332497}.",NA,NA,NA
"O60487","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",NA,"TOPO_DOM 27..154; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 176..215; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 155..175; /note=Helical; /evidence=ECO:0000255"
"Q9H2W6","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.",NA,NA,NA
"Q9Y676","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.",NA,NA,NA
"Q9H019","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:36367943}; Peripheral membrane protein {ECO:0000269|PubMed:36367943}; Cytoplasmic side {ECO:0000269|PubMed:36367943}.",NA,NA,NA
"P42898",NA,NA,NA,NA
"Q02505","SUBCELLULAR LOCATION: [Isoform 1]: Membrane; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000303|PubMed:10512748}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted.",NA,NA,"TRANSMEM 3227..3247; /note=Helical; /evidence=ECO:0000255"
"P53602","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14972328}.",NA,NA,NA
"P43490","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24130902}. Cytoplasm {ECO:0000250|UniProtKB:Q99KQ4}. Secreted {ECO:0000269|PubMed:21741723}. Note=Under non-inflammatory conditions, visfatin predominantly exhibits a granular pattern within the nucleus. Secreted by endothelial cells upon IL-1beta stimulation. Abundantly secreted in milk, reaching 100-fold higher concentrations compared to maternal serum. {ECO:0000269|PubMed:21741723, ECO:0000269|PubMed:24130902}.",NA,NA,NA
"Q6IBW4","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14532007}. Chromosome {ECO:0000269|PubMed:14532007}. Note=Distributed along the arms of chromosomes assembled in vivo and in vitro.",NA,NA,NA
"Q92692","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 32..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..538; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 361..381; /note=Helical; /evidence=ECO:0000255"
"Q9NQS3","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26038560}; Single-pass membrane protein {ECO:0000255}. Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9JLB9}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q9JLB9}. Note=In the auditory epithelium, specificaly localizes to the apical side of the lateral membranes of supporting cells. {ECO:0000250|UniProtKB:Q9JLB9}.",NA,"TOPO_DOM 58..404; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 426..549; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 405..425; /note=Helical; /evidence=ECO:0000255"
"Q99519","SUBCELLULAR LOCATION: Lysosome membrane; Peripheral membrane protein; Lumenal side. Lysosome lumen. Cell membrane. Cytoplasmic vesicle. Lysosome {ECO:0000269|PubMed:25153125}. Note=Localized not only on the inner side of the lysosomal membrane and in the lysosomal lumen, but also on the plasma membrane and in intracellular vesicles.",NA,NA,NA
"Q6T4R5","SUBCELLULAR LOCATION: [Isoform 1]: Apical cell membrane; Peripheral membrane protein. Cell projection, lamellipodium. Cell junction, tight junction. Cell junction, focal adhesion. Note=Colocalizes with the tight junction protein TJP1 in epithelial cells. Localizes to the leading edge of lamellipodia in motile cells.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm.",NA,NA,NA
"Q5HYW2",NA,NA,NA,NA
"Q9NZ94","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Synapse {ECO:0000250}. Note=Detected at both glutamatergic and GABAergic synapses. {ECO:0000250}.",NA,"TOPO_DOM 38..709; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 731..848; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 710..730; /note=Helical; /evidence=ECO:0000255"
"Q9UBE8","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O54949}. Cytoplasm {ECO:0000250|UniProtKB:O54949}. Note=Predominantly nuclear. A smaller fraction is cytoplasmic. {ECO:0000250|UniProtKB:O54949}.",NA,NA,NA
"Q6UXI9","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}. Note=Trapped on the cell surface or in the extracellular matrix. {ECO:0000250}.",NA,NA,NA
"P13056","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407}. Nucleus, PML body {ECO:0000250}. Note=Recruited by HDAC3, after all-trans retinoic acid stimulated MAPK1-mediated Thr-223 phosphorylation, to PML bodies for subsequent sumoylation. {ECO:0000250}.",NA,NA,NA
"Q9BW91","SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion.",NA,NA,NA
"P49757","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18657069}; Peripheral membrane protein {ECO:0000305|PubMed:18657069}; Cytoplasmic side {ECO:0000305|PubMed:18657069}. Endosome membrane {ECO:0000269|PubMed:18657069}; Peripheral membrane protein {ECO:0000305|PubMed:18657069}; Cytoplasmic side {ECO:0000305|PubMed:18657069}. Note=Localizes to perinuclear endosomes in an AAK1-dependent manner. {ECO:0000269|PubMed:18657069}.",NA,NA,NA
"Q16625","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19017651, ECO:0000269|PubMed:19114660, ECO:0000269|PubMed:9175707}; Multi-pass membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:10523508, ECO:0000269|PubMed:19017651, ECO:0000269|PubMed:19114660, ECO:0000269|PubMed:19332538, ECO:0000269|PubMed:23239027, ECO:0000269|PubMed:9175707}.",NA,"TOPO_DOM 1..66; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 90..135; /note=Extracellular; /evidence=ECO:0000269|PubMed:9175707; TOPO_DOM 161..170; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 196..243; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 266..522; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 67..89; /note=Helical; /evidence=ECO:0000255; TRANSMEM 136..160; /note=Helical; /evidence=ECO:0000255; TRANSMEM 171..195; /note=Helical; /evidence=ECO:0000255; TRANSMEM 244..265; /note=Helical; /evidence=ECO:0000255"
