Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AL358113.1		ENSG00000285130	"Novel protein"		9	69035747-69255187	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Basal squamous epithelial cells: 6.9;Erythroid cells: 8.3;Plasma cells: 5.9;Squamous epithelial cells: 9.1"					"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA001813, HPA068304, HPA070714"	Uncertain		Approved	"Nucleoplasm,Plasma membrane,Cell Junctions"		NA	NA			"Cluster 47: Plasmacytoid DCs - Protein folding"		"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 61: Non-specific - Transcription"	"Nucleoplasm, Plasma membrane, Cell Junctions"		"HPA001813: AB_1080764, HPA068304: AB_2685970, HPA070714: AB_2732161"																	
AL645922.1		ENSG00000244255	"Novel complement component 2 (C2) and complement factor B (CFB) protein"		6	31927698-31952048	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in single"		"liver: 2.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA000951, HPA001817, HPA001832"	Approved		Approved	"Endoplasmic reticulum,Vesicles,Cell Junctions"		NA	NA				"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 61: Liver - Metabolism"		"Endoplasmic reticulum, Vesicles"	"Cell Junctions"	"HPA000951: AB_2797216, HPA001817: AB_1078779, HPA001832: AB_1078778"							"unprognostic (7.68e-2)"							"unprognostic (1.86e-2)"			
AMOT	KIAA1071	ENSG00000126016	Angiomotin	Q4VCS5	X	112774503-112840889	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"epididymis: 145.6;tongue: 53.5"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 55.7;Basal prostatic cells: 62.1;Collecting duct cells: 29.5;Cytotrophoblasts: 46.7;Prostatic glandular cells: 34.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 34.9"	"Skeletal muscle - Skeletal myocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA067290, HPA067853"	Enhanced		Supported	"Nucleoplasm,Cell Junctions"		NA	NA				"Cluster 68: Epididymis - Unknown function"	"Cluster 23: B-cell cancers - Adaptive immune response"	"Cluster 70: Basal prostatic cells - Lipid metabolism"	"Cell Junctions"	Nucleoplasm	"HPA067290: AB_2685819, HPA067853: AB_2732773"	"unprognostic (1.08e-2)"	"unprognostic (5.51e-2)"	"unprognostic (2.38e-2)"	"unprognostic (3.36e-1)"	"unprognostic (3.20e-1)"	"unprognostic (8.95e-2)"	"unprognostic (3.82e-2)"	"prognostic favorable (3.94e-4)"	"unprognostic (4.46e-2)"	"unprognostic (3.79e-1)"	"unprognostic (2.17e-1)"	"unprognostic (5.60e-2)"	"prognostic favorable (4.21e-9)"	"unprognostic (9.54e-2)"	"unprognostic (2.59e-2)"	"unprognostic (4.50e-2)"	"unprognostic (6.44e-2)"
AMOTL1	JEAP	ENSG00000166025	"Angiomotin like 1"	Q8IY63	11	94706431-94876748	"Predicted intracellular proteins"	"Wnt signaling pathway"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 112.0"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 90.0;Late spermatids: 87.7;Skeletal myocytes: 67.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA001196	Approved		Approved	"Cell Junctions,Cytosol"		NA	NA		59000	"Cluster 24: B-cells - Unknown function"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 36: Spermatids - Spermatogenesis"	Cytosol	"Cell Junctions"	"HPA001196: AB_1078147"	"unprognostic (2.21e-1)"	"unprognostic (5.25e-2)"	"unprognostic (4.23e-2)"	"unprognostic (5.43e-2)"	"unprognostic (7.58e-2)"	"unprognostic (3.29e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.40e-1)"	"unprognostic (2.09e-1)"	"unprognostic (7.97e-2)"	"unprognostic (1.85e-1)"	"unprognostic (5.95e-2)"	"prognostic favorable (5.03e-6)"	"unprognostic (7.47e-3)"	"unprognostic (1.39e-1)"	"unprognostic (1.68e-2)"	"unprognostic (1.29e-2)"
AMOTL2	LCCP	ENSG00000114019	"Angiomotin like 2"	Q9Y2J4	3	134355347-134375479	"Predicted intracellular proteins"	"Wnt signaling pathway"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 106.0;Glandular and luminal cells: 87.3;Suprabasal keratinocytes: 81.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA063027			Approved	"Cell Junctions"		NA	NA				"Cluster 57: Non-specific - Angiogenesis"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 14: Endometrium - Transcription regulation"	"Cell Junctions"		"HPA063027: AB_2684924"	"unprognostic (2.23e-1)"	"unprognostic (2.55e-2)"	"unprognostic (7.01e-3)"	"prognostic unfavorable (1.94e-4)"	"unprognostic (6.09e-2)"	"unprognostic (1.57e-2)"	"unprognostic (9.84e-2)"	"unprognostic (4.40e-2)"	"unprognostic (2.32e-1)"	"unprognostic (3.02e-1)"	"unprognostic (2.85e-2)"	"unprognostic (1.49e-1)"	"unprognostic (8.09e-2)"	"unprognostic (3.59e-1)"	"unprognostic (7.67e-2)"	"unprognostic (3.85e-1)"	"unprognostic (1.17e-2)"
ANKRA2		ENSG00000164331	"Ankyrin repeat family A member 2"	Q9H9E1	5	73552190-73565667	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003968, HPA065263"	Approved		Supported	"Nucleoplasm,Plasma membrane,Cell Junctions"		NA	NA			"Cluster 2: Granulocytes - Unknown function"	"Cluster 51: Non-specific - Unknown function"	"Cluster 34: Rabdoid cancer - Embryonic development"	"Cluster 64: Non-specific - Transcription"	"Plasma membrane"	"Nucleoplasm, Cell Junctions"	"HPA003968: , HPA065263: AB_2685449"	"unprognostic (1.75e-1)"	"unprognostic (5.78e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.86e-1)"	"unprognostic (3.31e-1)"	"unprognostic (3.89e-2)"	"unprognostic (5.68e-2)"	"unprognostic (6.19e-2)"	"unprognostic (3.47e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.06e-2)"	"unprognostic (1.79e-1)"	"unprognostic (9.80e-3)"	"unprognostic (3.36e-1)"	"unprognostic (3.31e-1)"	"unprognostic (6.65e-2)"	"unprognostic (1.13e-3)"
AOPEP	"AP-O, APO, C90RF3, C9orf3, FLJ14675"	ENSG00000148120	"Aminopeptidase O (putative)"	Q8N6M6	9	94726604-95087159	"Enzymes, Plasma proteins, Predicted intracellular proteins"		"Aminopeptidase, Hydrolase, Metalloprotease, Protease"	"Disease variant, Dystonia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 377.6;Melanocytes: 301.3;Oligodendrocytes: 546.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Smooth muscle cells, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004633, HPA072729"	Approved		Approved	"Cell Junctions"		NA	NA			"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	"Cell Junctions"		"HPA004633: AB_1078362, HPA072729: AB_2686553"	"unprognostic (4.25e-2)"	"unprognostic (1.07e-3)"	"unprognostic (6.29e-2)"	"unprognostic (1.71e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.75e-2)"	"unprognostic (9.59e-2)"	"unprognostic (4.24e-2)"	"unprognostic (2.99e-2)"	"unprognostic (1.34e-1)"	"unprognostic (2.60e-2)"	"unprognostic (2.80e-1)"	"prognostic favorable (6.33e-5)"	"unprognostic (2.31e-1)"	"unprognostic (2.56e-1)"	"unprognostic (3.29e-2)"	"unprognostic (3.37e-2)"
APOC3		ENSG00000110245	"Apolipoprotein C3"	P02656	11	116829706-116833072	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism, Lipid transport, Transport"		"Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	25	"liver: 27649.0"	"Cell type enriched"	"Detected in some"	9	"Hepatocytes: 88653.4"	"Cancer enriched"	"Detected in many"	643	"liver cancer: 4021.9"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	6	"liver cancer: 42.7"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in some"			"Not detected"	"Not detected"			"HPA065365, HPA073918"	Supported		Approved	"Nucleoplasm,Nucleoli,Cell Junctions"	"Secreted to blood"	NA	NA	106000000000	45000000000		"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 35: Liver cancer - Metabolism"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	Nucleoplasm	"Nucleoli, Cell Junctions"	"HPA065365: AB_2732733, HPA073918: "							"prognostic favorable (3.77e-4)"				"unprognostic (2.33e-1)"		"prognostic unfavorable (6.87e-5)"	"unprognostic (1.60e-2)"	"unprognostic (5.21e-2)"		
AQP4	MIWC	ENSG00000171885	"Aquaporin 4"	P55087	18	26852043-26865771	"Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 440.5;lung: 114.8"	"Group enriched"	"Detected in some"	11	"Alveolar cells type 1: 427.4;Alveolar cells type 2: 326.1;Astrocytes: 472.6;Muller glia cells: 200.5"	"Cancer enriched"	"Detected in some"	22	"glioma: 223.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Brain cancer: 3.0;Rhabdoid: 1.7"	"Skeletal muscle - Skeletal myocytes, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB005079, HPA014784, CAB058689"	Enhanced	Supported	Supported	"Plasma membrane,Cell Junctions"		NA	NA				"Cluster 70: Brain - Nervous system development"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 41: Alveolar cells - Lung function"	"Plasma membrane"	"Cell Junctions"	"CAB005079: AB_2274338, CAB058689: AB_2665579, HPA014784: AB_1844967"	"unprognostic (7.23e-5)"	"unprognostic (1.55e-1)"		"unprognostic (3.19e-8)"	"unprognostic (3.68e-1)"	"unprognostic (1.96e-1)"	"unprognostic (2.69e-2)"	"unprognostic (1.74e-1)"	"unprognostic (2.34e-1)"	"unprognostic (5.38e-3)"	"unprognostic (1.64e-3)"	"unprognostic (8.98e-2)"	"unprognostic (1.22e-1)"	"unprognostic (4.14e-2)"	"unprognostic (1.35e-1)"	"unprognostic (4.10e-2)"	
ARHGAP21	"ARHGAP10, KIAA1424"	ENSG00000107863	"Rho GTPase activating protein 21"	Q5T5U3	10	24583609-24723887	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 111.2"	"Cell type enhanced"	"Detected in all"		"Astrocytes: 239.1;Excitatory neurons: 262.8;Oligodendrocyte precursor cells: 322.5;Oligodendrocytes: 781.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Prostate - Fibroblasts, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036610, HPA057861"	Approved		Supported	"Plasma membrane,Cell Junctions,Actin filaments"		NA	NA			"Cluster 10: Basophils - Unknown function"	"Cluster 70: Brain - Nervous system development"	"Cluster 67: Non-specific - Mitochondria & RNA binding"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	"Cell Junctions, Actin filaments"	"Plasma membrane"	"HPA036610: AB_10669910, HPA057861: AB_2683546"	"unprognostic (7.65e-2)"	"unprognostic (1.61e-2)"	"unprognostic (1.88e-1)"	"unprognostic (5.84e-2)"	"unprognostic (2.69e-1)"	"unprognostic (3.59e-1)"	"unprognostic (1.12e-3)"	"unprognostic (5.35e-2)"	"unprognostic (9.75e-2)"	"unprognostic (3.34e-2)"	"unprognostic (2.65e-3)"	"unprognostic (3.23e-1)"	"unprognostic (3.14e-2)"	"unprognostic (1.53e-1)"	"unprognostic (3.32e-1)"	"unprognostic (1.43e-2)"	"unprognostic (2.61e-2)"
ARHGAP28	"FLJ10312, KIAA1314"	ENSG00000088756	"Rho GTPase activating protein 28"	Q9P2N2	18	6729716-6915716	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"placenta: 25.9;testis: 77.5"	"Group enriched"	"Detected in many"	14	"Early spermatids: 455.5;Late spermatids: 516.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	4	"neutrophil: 3.0"	"Lineage enriched"	"Detected in single"	11	"granulocytes: 3.0"	"Group enriched"	"Detected in many"	4	"Rhabdoid: 31.3;testis cancer: 22.6"	"Kidney - Podocytes, Liver - Hepatic stellate cells, Skin - Outer root sheath cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA030413, HPA030414, HPA030415"	Enhanced		Approved	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 1: Neutrophils - Mixed function"	"Cluster 83: Testis - Spermatogenesis"	"Cluster 22: Rhabdoid cancers - Neuronal signaling"	"Cluster 36: Spermatids - Spermatogenesis"	"Nucleoplasm, Cell Junctions"		"HPA030413: AB_10601455, HPA030414: AB_10670042, HPA030415: AB_10669598"	"unprognostic (8.33e-2)"	"unprognostic (8.79e-3)"	"unprognostic (3.15e-3)"	"unprognostic (6.94e-5)"	"unprognostic (1.49e-1)"	"unprognostic (2.92e-2)"	"unprognostic (1.11e-3)"	"unprognostic (1.10e-1)"	"unprognostic (7.56e-3)"	"unprognostic (9.52e-4)"	"unprognostic (1.43e-2)"	"unprognostic (3.12e-1)"	"unprognostic (4.53e-3)"	"unprognostic (3.59e-3)"	"unprognostic (6.00e-2)"	"unprognostic (3.61e-2)"	"unprognostic (2.76e-2)"
ARHGAP9	"10C, MGC1295"	ENSG00000123329	"Rho GTPase activating protein 9"	Q9BRR9	12	57472264-57488814	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 119.7;lymphoid tissue: 100.7"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 80.3;Early spermatids: 119.5;Hofbauer cells: 50.7;NK-cells: 176.8;Spermatocytes: 78.1;T-cells: 102.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"neutrophil: 388.9"	"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"Leukemia: 35.3;lymphoma: 19.9;Myeloma: 14.7"	"Breast - T-cells, Kidney - T-cells, Lung - NK-cells (Lung), Prostate - T-cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - T-cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			HPA078822			Approved	"Plasma membrane,Cell Junctions"		NA	NA			"Cluster 5: Granulocytes - Unknown function"	"Cluster 2: Immune cells - Immune response"	"Cluster 66: Myeloid cells - Innate immune response"	"Cluster 7: NK-cells - Immune response regulation"	"Plasma membrane"	"Cell Junctions"	"HPA078822: "	"unprognostic (1.02e-2)"	"unprognostic (4.01e-3)"	"unprognostic (1.91e-2)"	"prognostic favorable (6.61e-5)"	"unprognostic (1.24e-1)"	"unprognostic (2.38e-3)"	"unprognostic (4.79e-2)"	"unprognostic (5.56e-3)"	"unprognostic (1.28e-2)"	"unprognostic (2.80e-1)"	"unprognostic (3.05e-2)"	"unprognostic (3.64e-1)"	"prognostic unfavorable (7.90e-9)"	"unprognostic (1.60e-1)"	"unprognostic (6.32e-2)"	"unprognostic (9.13e-2)"	"unprognostic (6.91e-2)"
ARL15	"ARFRP2, FLJ20051"	ENSG00000185305	"ADP ribosylation factor like GTPase 15"	Q9NXU5	5	53883942-54310582	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 436.0;Inhibitory neurons: 278.6;Microglial cells: 397.7;Oligodendrocyte precursor cells: 176.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Endothelial cells, Prostate - Endothelial cells, Skin - Outer root sheath cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044604, HPA063820"	Uncertain		Approved	"Golgi apparatus,Plasma membrane,Cell Junctions"		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 82: Adipose tissue - ECM organization"	"Cluster 62: Granulocytes - Innate immune response"	"Cluster 38: Neurons - Neuronal signaling"	"Golgi apparatus"	"Plasma membrane, Cell Junctions"	"HPA044604: AB_10960542, HPA063820: AB_2685131"	"unprognostic (2.18e-1)"	"unprognostic (4.32e-2)"	"unprognostic (1.82e-2)"	"unprognostic (2.41e-2)"	"unprognostic (1.08e-1)"	"unprognostic (3.70e-1)"	"unprognostic (8.52e-3)"	"unprognostic (1.16e-2)"	"unprognostic (3.05e-2)"	"unprognostic (6.56e-2)"	"unprognostic (4.26e-3)"	"unprognostic (3.86e-1)"	"unprognostic (2.48e-3)"	"unprognostic (1.35e-1)"	"unprognostic (9.15e-2)"	"unprognostic (5.60e-2)"	"unprognostic (1.08e-1)"
ARPC1A	"Arc40, SOP2Hs, SOP2L"	ENSG00000241685	"Actin related protein 2/3 complex subunit 1A"	Q92747	7	99325898-99366262	"Plasma proteins, Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Extravillous trophoblasts: 383.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Thyroid - Thyroid glandular cells"									HPA004334	Approved		Approved	"Cell Junctions,Cytosol"		NA	NA		760000	"Cluster 45: Eosinophils - Innate immune response"	"Cluster 11: Squamous epithelial cells - Epithelial cell function"	"Cluster 31: Non-specific - Transcription"	"Cluster 74: Pancreatic cells - Mixed function"	"Cell Junctions"	Cytosol	"HPA004334: AB_1078215"	"unprognostic (1.31e-1)"	"unprognostic (1.58e-1)"	"unprognostic (6.22e-3)"	"unprognostic (1.93e-2)"	"unprognostic (8.38e-3)"	"unprognostic (1.95e-2)"	"prognostic unfavorable (4.70e-4)"	"unprognostic (2.52e-2)"	"unprognostic (2.16e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.73e-2)"	"unprognostic (3.89e-2)"	"unprognostic (7.88e-2)"	"unprognostic (4.45e-2)"	"unprognostic (9.15e-2)"	"unprognostic (7.07e-2)"	"unprognostic (1.83e-1)"
ARPC5	"ARC16, dJ127C7.3, p16-Arc"	ENSG00000162704	"Actin related protein 2/3 complex subunit 5"	O15511	1	183620846-183635783	"Plasma proteins, Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Extravillous trophoblasts: 817.6;Langerhans cells: 830.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA022013, HPA031972"	Approved		Approved	"Vesicles,Plasma membrane,Cell Junctions,Cytosol"		NA	NA		3300000	"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 16: Immune cells - Immune response"	"Cluster 18: Non-specific - RNA binding"	"Cluster 4: Platelets - Platelet activation"	"Vesicles, Plasma membrane, Cell Junctions, Cytosol"		"HPA022013: AB_1845045, HPA031972: "	"unprognostic (3.82e-1)"	"unprognostic (8.78e-2)"	"unprognostic (1.43e-1)"	"unprognostic (2.36e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.85e-2)"	"prognostic unfavorable (3.63e-4)"	"unprognostic (5.90e-3)"	"unprognostic (3.84e-2)"	"unprognostic (3.17e-3)"	"unprognostic (1.14e-1)"	"unprognostic (1.29e-1)"	"prognostic unfavorable (1.21e-10)"	"unprognostic (3.03e-2)"	"unprognostic (4.66e-2)"	"unprognostic (1.49e-2)"	"unprognostic (2.48e-1)"
ARVCF		ENSG00000099889	"ARVCF delta catenin family member"	O00192	22	19969896-20016823	"Predicted intracellular proteins"	"Cell adhesion, mRNA processing, mRNA splicing"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 23.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 25.7"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB016162, HPA055264, HPA063675"	Enhanced		Enhanced	"Plasma membrane,Cell Junctions"		NA	NA				"Cluster 35: Non-specific - Unknown function"	"Cluster 27: TE 441.T - Unknown function"	"Cluster 9: Neurons - Nervous system development"	"Plasma membrane, Cell Junctions"		"CAB016162: AB_2058690, HPA055264: AB_2682766, HPA063675: AB_2685085"	"unprognostic (1.66e-1)"	"unprognostic (1.48e-2)"	"unprognostic (4.00e-2)"	"unprognostic (4.28e-2)"	"unprognostic (3.35e-1)"	"unprognostic (3.18e-2)"	"unprognostic (4.79e-3)"	"unprognostic (1.67e-2)"	"unprognostic (2.06e-2)"	"unprognostic (1.71e-2)"	"unprognostic (2.09e-3)"	"unprognostic (5.77e-2)"	"unprognostic (4.00e-3)"	"unprognostic (9.84e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.15e-1)"	"prognostic favorable (5.76e-6)"
