Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCG8	GBD4	ENSG00000143921	"ATP binding cassette subfamily G member 8"	Q9H221	2	43831942-43882988	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	40	"intestine: 31.5;liver: 63.4"	"Cell type enhanced"	"Detected in some"		"Hepatocytes: 68.3;Paneth cells: 16.5;Proximal enterocytes: 34.4"	"Cancer enriched"	"Detected in some"	30	"liver cancer: 21.6"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Ascending Loop of Henle cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA019556	Uncertain		Approved	Vesicles		NA	NA			"Cluster 11: Basophils - Unknown function"	"Cluster 41: Intestine & Liver - Lipid metabolism"	"Cluster 35: Liver cancer - Metabolism"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	Vesicles		"HPA019556: AB_1844444"	"unprognostic (1.99e-1)"	"unprognostic (4.49e-1)"	"unprognostic (3.22e-1)"	"unprognostic (1.37e-1)"	"unprognostic (3.09e-2)"	"unprognostic (2.43e-1)"	"unprognostic (1.99e-3)"	"unprognostic (1.27e-1)"	"unprognostic (6.28e-1)"	"unprognostic (6.14e-3)"	"unprognostic (4.69e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.68e-1)"	"unprognostic (7.86e-3)"	"unprognostic (5.03e-1)"		"unprognostic (1.50e-1)"
ABHD14A	"DKFZP564O243, DORZ1"	ENSG00000248487	"Abhydrolase domain containing 14A"	Q9BUJ0	3	51971426-51981199	"Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 124.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skin - Fibroblast_2, Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038153, HPA056913"	Approved		Supported	Vesicles		NA	NA		420000	"Cluster 20: T-cells - T-cell receptor"	"Cluster 26: Pituitary gland - Hormone signaling"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 44: Photoreceptor cells - Visual perception"	Vesicles		"HPA038153: AB_2675868, HPA056913: AB_2683275"	"unprognostic (4.15e-3)"	"unprognostic (6.73e-2)"	"unprognostic (1.98e-1)"	"unprognostic (3.34e-2)"	"unprognostic (2.71e-1)"	"unprognostic (1.08e-2)"	"unprognostic (8.92e-2)"	"prognostic favorable (4.72e-4)"	"unprognostic (3.96e-1)"	"unprognostic (2.46e-2)"	"unprognostic (5.52e-3)"	"unprognostic (1.51e-2)"	"unprognostic (1.97e-2)"	"unprognostic (9.74e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.30e-2)"
ABHD14A-ACY1		ENSG00000114786	"ABHD14A-ACY1 readthrough"		3	51974706-51989183	"Metabolic proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in many"		"Hepatocytes: 14.6;Proximal enterocytes: 44.2;Proximal tubular cells: 17.4;Rod photoreceptor cells: 14.0"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Not detected"	"Not detected"												"HPA036174, HPA036175, HPA038153, HPA071834"	Approved		Supported	Vesicles		NA	NA			"Cluster 12: Non-specific - Basic cellular processes"		"Cluster 47: Retina - Visual perception"	"Cluster 60: Proximal tubular cells - Absorption"	Vesicles		"HPA036174: AB_2674988, HPA036175: AB_2674989, HPA038153: AB_2675868, HPA071834: "	"unprognostic (8.40e-2)"	"unprognostic (1.37e-1)"	"unprognostic (4.90e-2)"	"unprognostic (7.22e-3)"	"unprognostic (3.83e-2)"	"unprognostic (1.43e-1)"	"unprognostic (1.82e-1)"	"unprognostic (1.35e-1)"	"unprognostic (6.23e-2)"	"unprognostic (2.71e-1)"	"unprognostic (1.10e-1)"	"unprognostic (1.29e-2)"	"unprognostic (9.02e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.40e-1)"	"unprognostic (1.02e-1)"	"unprognostic (7.11e-4)"
ABHD17A	"C19orf27, FAM108A1, MGC5244"	ENSG00000129968	"Abhydrolase domain containing 17A, depalmitoylase"	Q96GS6	19	1876810-1885496	"Enzymes, Predicted intracellular proteins, Transporters"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"NK-cells: 404.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA043270, HPA047226, HPA069225"	Uncertain		Approved	"Nuclear speckles,Vesicles"		NA	NA			"Cluster 37: B-cells - Transcription"	"Cluster 35: Non-specific - Unknown function"	"Cluster 53: Non-specific - mRNA processing"	"Cluster 7: NK-cells - Immune response regulation"	Vesicles	"Nuclear speckles"	"HPA043270: AB_2678401, HPA047226: AB_2679991, HPA069225: "	"unprognostic (3.77e-2)"	"unprognostic (1.85e-1)"	"unprognostic (3.57e-2)"	"prognostic favorable (1.73e-4)"	"unprognostic (3.70e-2)"	"prognostic favorable (6.46e-4)"	"unprognostic (1.69e-2)"	"unprognostic (1.92e-2)"	"unprognostic (5.09e-1)"	"unprognostic (1.44e-1)"	"prognostic favorable (1.76e-5)"	"unprognostic (1.29e-2)"	"unprognostic (1.85e-3)"	"unprognostic (1.17e-1)"	"unprognostic (2.71e-1)"	"unprognostic (3.17e-1)"	"unprognostic (1.60e-2)"
ABHD3	LABH3	ENSG00000158201	"Abhydrolase domain containing 3, phospholipase"	Q8WU67	18	21650901-21704780	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Phospholipid metabolism"	"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Distal enterocytes: 102.4;Syncytiotrophoblasts: 111.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA010729	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 9: Intestine - Unknown function"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 50: Enterocytes - Absorption"	"Nucleoplasm, Plasma membrane"	Vesicles	"HPA010729: AB_1844449"	"unprognostic (1.46e-1)"	"unprognostic (4.61e-2)"	"unprognostic (2.37e-2)"	"unprognostic (3.52e-1)"	"unprognostic (8.46e-2)"	"unprognostic (3.14e-3)"	"unprognostic (3.54e-3)"	"unprognostic (1.52e-1)"	"prognostic unfavorable (8.52e-4)"	"unprognostic (6.21e-2)"	"unprognostic (1.98e-1)"	"unprognostic (6.37e-2)"	"unprognostic (1.73e-1)"	"unprognostic (2.15e-2)"	"unprognostic (1.00e-1)"	"unprognostic (3.98e-2)"	"unprognostic (4.58e-2)"
ABHD5	"CGI-58, NCIE2"	ENSG00000011198	"Abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"	Q8WTS1	3	43690108-43734371	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Differentiation, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism"	"Acyltransferase, Transferase"	"Cataract, Deafness, Disease variant, Ichthyosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"monocytes: 265.7;Syncytiotrophoblasts: 488.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 67.8;neutrophil: 42.5"	"Lineage enriched"	"Detected in all"	5	"granulocytes: 67.8"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Macrophages, Kidney - Endothelial cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB020685, HPA035851, HPA035852"	Approved		Supported	Nucleoplasm,Vesicles,Cytosol		NA	NA			"Cluster 38: Basophils - Unknown function"	"Cluster 31: Skin - Epidermis development"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 19: Macrophages - Innate immune response"	"Vesicles, Cytosol"	Nucleoplasm	"CAB020685: , HPA035851: AB_10671942, HPA035852: AB_10672073"	"unprognostic (2.58e-1)"	"unprognostic (2.73e-1)"	"prognostic favorable (8.89e-4)"	"unprognostic (1.07e-1)"	"unprognostic (1.75e-2)"	"unprognostic (2.26e-1)"	"unprognostic (6.13e-2)"	"unprognostic (2.40e-2)"	"unprognostic (5.33e-2)"	"unprognostic (3.50e-3)"	"unprognostic (2.56e-2)"	"unprognostic (4.13e-3)"	"prognostic favorable (9.17e-5)"	"unprognostic (2.48e-1)"	"unprognostic (8.87e-2)"	"unprognostic (4.18e-2)"	"unprognostic (4.18e-2)"
ABHD6		ENSG00000163686	"Abhydrolase domain containing 6, acylglycerol lipase"	Q9BV23	3	58237532-58295693	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Lipid metabolism"	Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 64.9"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 53.8;Oligodendrocytes: 83.6;Proximal enterocytes: 54.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in all"		"Bone cancer: 57.9"	"Skin - Keratinocyte (other), Stomach - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA017283, HPA073225"	Uncertain		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 47: Plasmacytoid DCs - Protein folding"	"Cluster 45: Intestine - Brush border"	"Cluster 28: Bone cancer CADO-ES1 - Glutamate signalling"	"Cluster 29: Hepatocytes - Metabolism"	Vesicles	Nucleoplasm	"HPA017283: AB_1844452, HPA073225: AB_2686583"	"unprognostic (4.20e-2)"	"unprognostic (7.92e-2)"	"prognostic favorable (1.13e-4)"	"unprognostic (2.35e-2)"	"unprognostic (1.16e-2)"	"unprognostic (3.00e-1)"	"unprognostic (5.45e-2)"	"unprognostic (1.15e-2)"	"unprognostic (9.54e-2)"	"unprognostic (1.11e-3)"	"unprognostic (1.34e-2)"	"unprognostic (1.94e-1)"	"prognostic favorable (1.11e-11)"	"unprognostic (1.94e-1)"	"unprognostic (2.41e-1)"	"unprognostic (2.72e-1)"	"unprognostic (6.31e-2)"
ABI2	"ABI-2, ABI2B, AblBP3, AIP-1, argBPIA, SSH3BP2"	ENSG00000138443	"Abl interactor 2"	Q9NYB9	2	203328280-203447728	"Predicted intracellular proteins"	"Host-virus interaction, Neurogenesis"		"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Excitatory neurons: 198.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA070567	Enhanced		Supported	Nucleoplasm,Vesicles,Cytosol		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 68: Epididymis - Unknown function"	"Cluster 45: Non-specific - Cell proliferation"	"Cluster 9: Neurons - Nervous system development"	Nucleoplasm	"Vesicles, Cytosol"	"HPA070567: AB_2686281"	"unprognostic (5.26e-3)"	"unprognostic (5.26e-3)"	"unprognostic (1.86e-1)"	"unprognostic (4.11e-3)"	"unprognostic (2.13e-1)"	"unprognostic (1.97e-2)"	"unprognostic (1.81e-3)"	"unprognostic (7.05e-2)"	"unprognostic (8.03e-2)"	"unprognostic (8.56e-3)"	"unprognostic (6.19e-3)"	"unprognostic (1.95e-1)"	"unprognostic (4.47e-2)"	"unprognostic (4.24e-2)"	"unprognostic (2.94e-1)"	"unprognostic (9.21e-2)"	"unprognostic (1.73e-1)"
ABL2	"ABLL, ARG"	ENSG00000143322	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	P42684	1	179099330-179229684	"Cancer-related genes, Enzymes, Predicted intracellular proteins, RAS pathway related proteins"	"Cell adhesion"	"Kinase, Transferase, Tyrosine-protein kinase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Langerhans cells: 234.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Prostate - Endothelial cells, Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001866, CAB017106, HPA072754"	Uncertain		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 6: Non-specific - Transcription"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 75: Myeloid cells - Innate immune response"	Nucleoplasm	Vesicles	"CAB017106: , HPA001866: AB_1078082, HPA072754: AB_2732212"	"unprognostic (3.05e-1)"	"prognostic unfavorable (3.50e-4)"	"unprognostic (1.07e-1)"	"unprognostic (4.71e-2)"	"unprognostic (9.45e-2)"	"unprognostic (8.23e-3)"	"unprognostic (1.91e-2)"	"unprognostic (4.81e-3)"	"unprognostic (1.26e-1)"	"unprognostic (6.98e-2)"	"unprognostic (1.12e-1)"	"unprognostic (3.73e-1)"	"prognostic unfavorable (1.78e-7)"	"unprognostic (4.76e-2)"	"unprognostic (4.14e-2)"	"unprognostic (6.08e-2)"	"prognostic unfavorable (8.40e-4)"
ABT1	Esf2	ENSG00000146109	"Activator of basal transcription 1"	Q9ULW3	6	26596953-26600739	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"DNA-binding, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 111.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA077039			Approved	Vesicles		NA	NA			"Cluster 44: Non-specific - Transcription"	"Cluster 75: Bone marrow - mRNA splicing & Cell cycle"	"Cluster 15: Non-specific - Protein binding"	"Cluster 54: Extravillous trophoblasts - Unknown function"	Vesicles		"HPA077039: AB_2732328"	"unprognostic (1.32e-1)"	"unprognostic (3.94e-2)"	"unprognostic (3.05e-1)"	"unprognostic (1.15e-3)"	"unprognostic (1.77e-1)"	"unprognostic (7.74e-2)"	"unprognostic (2.55e-2)"	"unprognostic (2.36e-2)"	"unprognostic (1.85e-2)"	"prognostic favorable (1.89e-4)"	"unprognostic (2.30e-3)"	"unprognostic (2.93e-2)"	"unprognostic (7.25e-3)"	"unprognostic (7.20e-2)"	"unprognostic (9.57e-2)"	"unprognostic (1.49e-1)"	"prognostic favorable (3.80e-4)"
ABTB2	"ABTB2A, BTBD22, DKFZP586C1619"	ENSG00000166016	"Ankyrin repeat and BTB domain containing 2"	Q8N961	11	34150987-34358010	"Metabolic proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 24.1"	"Cell type enhanced"	"Detected in many"		"Oligodendrocyte precursor cells: 48.1;Oligodendrocytes: 119.1;Syncytiotrophoblasts: 33.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	13	"eosinophil: 5.0;plasmacytoid DC: 1.6"	"Group enriched"	"Detected in many"	14	"dendritic cells: 1.6;granulocytes: 5.0"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA020065, HPA030699"	Approved		Supported	Nucleoplasm,Vesicles		NA	NA			"Cluster 45: Eosinophils - Innate immune response"	"Cluster 70: Brain - Nervous system development"	"Cluster 27: TE 441.T - Unknown function"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	Nucleoplasm	Vesicles	"HPA020065: AB_1844459, HPA030699: AB_2673576"	"unprognostic (3.00e-1)"	"prognostic unfavorable (5.70e-5)"	"unprognostic (2.61e-1)"	"unprognostic (9.09e-2)"	"unprognostic (3.17e-2)"	"unprognostic (2.40e-2)"	"unprognostic (1.34e-1)"	"unprognostic (1.23e-2)"	"unprognostic (2.04e-1)"	"unprognostic (2.09e-1)"	"unprognostic (1.24e-3)"	"unprognostic (2.86e-1)"	"prognostic favorable (3.51e-5)"	"unprognostic (1.50e-1)"	"unprognostic (1.42e-1)"	"unprognostic (3.81e-2)"	"unprognostic (6.58e-2)"
AC000120.3		ENSG00000285953	"Novel protein"		7	92131774-92245924	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in single"		"Basal squamous epithelial cells: 1.3"					"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"												HPA049606	Uncertain		Approved	Vesicles		NA	NA			"Cluster 39: Non-specific - mRNA processing"		"Cluster 31: Non-specific - Transcription"	"Cluster 61: Non-specific - Transcription"	Vesicles		"HPA049606: AB_2680832"																	
AC005726.1		ENSG00000258472	"Novel protein"		17	28455752-28614185	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells"									HPA046590	Uncertain		Approved	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA					"Cluster 52: Spermatids - Smell perception"	"Cluster 61: Non-specific - Transcription"	"Vesicles, Plasma membrane"	Nucleoplasm	"HPA046590: AB_2679710"	"unprognostic (1.26e-2)"	"unprognostic (1.82e-1)"	"unprognostic (6.04e-3)"	"unprognostic (1.19e-1)"	"unprognostic (1.14e-1)"	"unprognostic (2.23e-3)"	"unprognostic (2.76e-3)"	"unprognostic (7.25e-2)"	"unprognostic (5.96e-2)"	"unprognostic (4.58e-2)"	"unprognostic (9.22e-3)"	"unprognostic (3.17e-3)"	"unprognostic (1.49e-4)"	"unprognostic (1.25e-1)"	"unprognostic (2.65e-1)"	"unprognostic (7.50e-2)"	"unprognostic (3.79e-4)"
AC007325.2		ENSG00000277196	"Proline dehydrogenase 1, mitochondrial"		Unmapped	138082-161852	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Group enriched"	"Detected in many"	5	"brain: 113.8;choroid plexus: 218.6"	"Cell type enhanced"	"Detected in some"		"Distal tubular cells: 3.1;Endometrial ciliated cells: 1.7;Ionocytes: 1.9;Melanocytes: 3.5;Proximal enterocytes: 4.9;Squamous epithelial cells: 2.3;Suprabasal keratinocytes: 1.7"					"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"ovarian cancer: 40.0"										HPA020361	Uncertain		Approved	Nucleoplasm,Vesicles,Mitochondria		NA	NA					"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 59: Proximal enterocytes - Transmembrane transport"	Mitochondria	"Nucleoplasm, Vesicles"	"HPA020361: AB_10963116"																	
AC011455.2		ENSG00000269547	"Novel protein"		19	38915404-38949855	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA052730, HPA056957"	Uncertain		Uncertain	Nucleoplasm,Vesicles,Mitochondria		NA	NA					"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 36: Spermatids - Spermatogenesis"	"Nucleoplasm, Mitochondria"	Vesicles	"HPA052730: AB_2681929, HPA056957: AB_2683286"										"unprognostic (6.10e-2)"			"unprognostic (3.79e-2)"				
AC024598.1		ENSG00000285837	"Novel protein"		10	62374192-62672011	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enhanced"	"Detected in single"		"gallbladder: 1.4"	"Not detected"	"Not detected"							"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												HPA052446	Uncertain		Approved	"Vesicles,Centriolar satellite,Centrosome"		NA	NA			"Cluster 4: T-regs - Cell cycle regulation"		"Cluster 3: HUVEC & TIME - Signal transduction"		"Vesicles, Centriolar satellite, Centrosome"		"HPA052446: AB_2681836"																	
AC092718.2		ENSG00000260643	"Novel protein"		16	81053587-81096296	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"			"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in some"		"Early spermatids: 8.1;Endometrial ciliated cells: 3.6;Late spermatids: 5.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"												HPA041368	Approved		Approved	Vesicles		NA	NA			"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 15: Liver - Metabolism"	"Cluster 36: Non-specific - Unknown function"	"Cluster 49: Early spermatids - Spermatogenesis"	Vesicles		"HPA041368: AB_10804001"	"unprognostic (3.87e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.95e-1)"	"unprognostic (2.12e-2)"	"unprognostic (8.06e-2)"	"unprognostic (1.08e-1)"	"unprognostic (3.95e-2)"	"unprognostic (8.11e-2)"	"unprognostic (2.85e-1)"	"unprognostic (2.42e-1)"	"unprognostic (3.94e-2)"	"unprognostic (3.19e-1)"	"unprognostic (2.69e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.95e-1)"	"unprognostic (9.56e-3)"	"unprognostic (3.03e-1)"
AC092718.7		ENSG00000284512	"Novel protein"		16	81022316-81096284	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in some"		"brain: 3.9;testis: 6.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 2.4;Late spermatids: 3.9;Muller glia cells: 1.8"					"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"												HPA041368	Uncertain		Approved	Vesicles		NA	NA			"Cluster 47: Plasmacytoid DCs - Protein folding"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 36: Non-specific - Unknown function"	"Cluster 51: Late spermatids - Spermatogenesis"	Vesicles		"HPA041368: AB_10804001"																	
AC118553.2		ENSG00000283761	"Novel protein"		1	99970011-100083321	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Low tissue specificity"	"Detected in some"			"Low cell type specificity"	"Detected in many"							"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 5.9"										HPA073681			Approved	Vesicles		NA	NA			"Cluster 44: Non-specific - Transcription"	"Cluster 48: Parathyroid gland - membrane proteins"	"Cluster 30: Non-specific - Antiviral immune response"	"Cluster 64: Non-specific - Transcription"	Vesicles		"HPA073681: AB_2686625"																	
